"Speaker","Text","Page","speaker_id"
"REGIE","Hörspielskript von Alfred","1","0"
"REGIE","Inhaltsangabe","1","0"
"Bob","soll ein Vermögen erben! Nur hat er von seinem Wohltäter noch nie etwas gehört.","1","4"
"Bob","Schnell stellt sich heraus, dass auch andere Menschen ein ähnliches Schreiben erhalten","1","4"
"Bob","haben. Die drei ??? brechen gemeinsam mit ihnen zu einer Reise auf. Ihr Ziel: eine","1","4"
"Bob","verlassene Hütte im ""Tal der Klapperschlangen"". Plötzlich verschwindet eine Frau und es","1","4"
"Bob","wird klar: Jemand hat es auf die Reisegruppe abgesehen...","1","4"
"REGIE","*Titelmelodie*","1","0"
"REGIE","*Flexgeräusche*","1","0"
"REGIE","*Schritte durch Geheimzugang der Zentrale; Tür öffnet sich*","1","0"
"Bob","Ah.","1","4"
"Justus","Ah.","1","2"
"Bob","Hallo, Freunde!","1","4"
"Peter","Hallo!","1","3"
"Justus","Hallo!","1","2"
"Bob","Hi! *ächzt* Tut mir leid, dass ich es nicht eher geschafft habe, aber mir","1","4"
"Bob","ist da, mir ist da echt was Merkwürdiges passiert.","1","4"
"Peter","Ja? Was denn?","1","3"
"Bob","Also, *ächzt* diesen Brief hier, den hab ich heute Morgen bekommen.","1","4"
"Justus","Aha. + Peter: Hm. (zeitgleich)","1","2"
"Bob","*Blacky krächzt* Ich wollte noch ein paar Dinge überprüfen und","1","4"
"Bob","deswegen bin ich auch so spät dran, aber ich bin nicht besonders weit","1","4"
"Bob","gekommen.","1","4"
"Justus","Also, bitte der Reihe nach, Bob.","1","2"
"Bob","Ja. Also, ähm, eigentlich sind es, äh, sind es zwei Briefe. Ein Notar aus","1","4"
"Bob","Pasadena, ein gewisser Evander Whiteside teilt mir *Papier raschelt*","1","4"
"Bob","in diesem Schreiben hier mit, dass er eine Nachricht für mich hat.","2","4"
"Bob","*Kommentar Peter: Hm* Ja, und hier, hier ist dann die Nachricht. Ein","2","4"
"Bob","zweiter Brief, der verschlossen in dem Ersten lag.","2","4"
"Justus","Aha.","2","2"
"Peter","Ja, und, und was steht drin?","2","3"
"Bob","Ja, also, pff, dass mir jemand etwas *lacht* vererben will!","2","4"
"Justus","Ach!","2","2"
"Bob","Angeblich einen Teil seines beträchtlichen Vermögens!","2","4"
"REGIE","*Blacky krächzt*","2","0"
"REGIE","*lacht kurz*","2","0"
"Peter","WOW! *lacht* Wenn das mal kein Grund zum Feiern ist! Gratuliere!","2","3"
"Bob","Äh...","2","4"
"Justus","Zeig mal her! *Peter lacht*","2","2"
"Bob","Äh, hier.","2","4"
"Justus","Och. *Papier raschelt* *liest vor* Craig Marshall.","2","2"
"Bob","Hmhm.","2","4"
"Justus","Hm. Den Namen habe ich noch nie gehört.","2","2"
"Bob","Da geht's dir wie mir.","2","4"
"Peter","Moment mal, *lacht unsicher* du kennst deinen Vererber gar nicht?","2","3"
"Bob","Nein!","2","4"
"Justus","*betont* Erblasser, heißt es korrekt, Zweiter.","2","2"
"Peter","Gut, ja, wie auch immer. Also, du kennst diesen Menschen gar nicht?","2","3"
"REGIE","*Papier raschelt im Hintergrund*","2","0"
"Bob","Nein.","2","4"
"Peter","*lacht* Ja, und wieso vermacht er dir dann sein Geld?","2","3"
"Bob","Ja, ich hab keine Ahnung!","2","4"
"Peter","Wie viel ist es denn überhaupt?","2","3"
"Justus","Also, über die Summe steht hier nichts. Marshall hatte weder Familie","2","2"
"Justus","noch Verwandte und deswegen hat er sich schon vor langer Zeit","2","2"
"Justus","eingehend darüber Gedanken gemacht.","2","2"
"REGIE","*Papier raschelt; Blacky krächzt*","2","0"
"REGIE","*Musikuntermalung*","2","0"
"REGIE","*liest vor* Wem ich dereinst mein nicht unbeträchtliches Vermögen","2","0"
