"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???   - die  Originalmusik      (29)","1","0"
"REGIE","Songtexte","1","0"
"REGIE","Script von Monique Carrera","1","0"
"REGIE","Ausgabe von 1981","1","0"
"Die drei Detektive","............................................................................................... 2","1","-1"
"Die drei Detektive","Was, Banküberfall? ............................................................................................ 4","1","-1"
"Die drei Detektive","Fragen, Fragen ................................................................................................... 5","1","-1"
"REGIE","Ausgabe von 1996","1","0"
"REGIE","3 Fragezeichen Rap ........................................................................................... 6","1","0"
"REGIE","Ausgabe von 1981","2","0"
"Die drei Detektive","","2","-1"
"Allie Jamison","Justus Jonas...","2","196"
"Justus","Guten Tag.","2","2"
"Allie Jamison","...Bob Andrews...","2","196"
"Bob","Mhm.","2","4"
"Allie Jamison","...und Peter Shaw.","2","196"
"Peter","Hallo.","2","3"
"Bob","Ja.","2","4"
"Harrison Osborne","Hallo. Ihr seid also die drei Detektive.","2","205"
"Justus","Falls Sie jemals von unseren Diensten Gebrauch machen möchten,","2","2"
"Justus","Sir, hier ist unsere Karte.","2","2"
"Harrison Osborne","Danke. Hmm... [liest] Die drei Detektive, drei Fragezeichen, wir über-","2","205"
"Harrison Osborne","nehmen jeden Fall. Erster Detektiv Justus Jonas, zweiter Detektiv Pe-","2","205"
"Harrison Osborne","ter Shaw, Recherchen und Archiv Bob Andrews.","2","205"
"Justus","Das Fragezeichen ist allgemeines Sinnbild des Unbekannten. Die drei","2","2"
"Justus","Fragezeichen auf unserer Karte stehen für drei Detektive. Sie sind un-","2","2"
"Justus","ser Markenzeichen.","2","2"
"Allie Jamison","Justus Jonas...","2","196"
"Justus","Guten Tag.","2","2"
"Allie Jamison","...Bob Andrews...","2","196"
"Bob","Mhm.","2","4"
"Allie Jamison","...und Peter Shaw.","2","196"
"Peter","Hallo.","2","3"
"Bob","Ja.","2","4"
"Justus","Ähm, darf ich Ihnen mal unsere Karte zeigen? - Bitte.","2","2"
"Beefy","Danke. Mhm... Die drei Detektive, wir übernehmen jeden Fall, drei","2","-1"
"Beefy","Fragezeichen, erster Detektiv Justus Jonas, zweiter Detektiv Peter","2","-1"
"Beefy","Shaw, Recherche und Archiv Bob Andrews. Echte Profis also, na? -","2","-1"
"Beefy","Was bedeuten die drei Fragezeichen?","2","-1"
"Justus","Äh, sie sind ein allgemeines Symbol für das Unbekannte. Das Unbe-","2","2"
"Justus","kannte ist stets von besonderem Reiz.","2","2"
"Beefy","Stimmt! Wenn ich mal ein Detektivbüro benötige, wende ich mich viel-","3","-1"
"Beefy","leicht an euch.","3","-1"
"Justus","Wir konnten bereits eine Reihe von interessanten Fällen aufklären.","3","2"
"Allie Jamison","Justus Jonas...","3","196"
"Justus","Guten Tag.","3","2"
"Allie Jamison","...Bob Andrews...","3","196"
"Bob","Mhm.","3","4"
"Allie Jamison","...und Peter Shaw.","3","196"
"Peter","Hallo.","3","3"
"Bob","Ja.","3","4"
"Justus","Ähm, darf ich Ihnen mal unsere Karte zeigen? - Bitte.","3","2"
"Justus","Mitschnitte aus den Hörspielfolgen 26 (die Silbermine) und 27 (der magische Kreis)","3","2"
"Justus","Was, Banküberfall?","4","2"
"Justus","Justus Jonas - Was, Banküberfall? 30 Millionen sind geklaut? Was","4","2"
"Justus","soll ich tun?","4","2"
"Justus","Mich aufregen, Peter benachrichtigen?","4","2"
"Justus","Hä? Am Besten Gras drüber wachsen lassen, dann abnehmen?","4","2"
"Justus","Ach, im Heu wird sich's schon finden, Bob.","4","2"
"Justus","Wartet, ich nehme ab. Justus Jonas von den drei Detektiven?","4","2"
"Justus","Besuch Mr. Hitchcock? Geht es um einen neuen Fall?","4","2"
"Justus","Vielen Dank, Mr. Hitchcock.","4","2"
"Bob","Glaubst du, wir bekommen wieder einen neuen Fall, Justus?","4","4"
"Justus","Abwarten, Bob.","4","2"
"Bob","Moment, Telefon. Ich schalte auf Verstärker um.","4","4"
"Justus","Justus Jonas von den drei Detektiven, ja bitte?","4","2"
"Justus","Nein, Mr. Hitchcock, das heißt, wir haben im Petersen-Museum unsere","4","2"
"Justus","Hilfe angeboten. Aber man wollte sie nicht.","4","2"
"Justus","Von Gnomen, Sir? Sagten Sie wirklich, von Gnomen?","4","2"
"Justus","Ja, Sir. Wir wissen schon, was Gnome sind, das heißt, falls sie es","4","2"
"Justus","wirklich gibt.","4","2"
"Justus","Jedenfalls wollen wir es versuchen. Auf Wiedersehen.","4","2"
"Bob","Hier, ich hab was im Archiv gefunden. Da steht was über Gnome drin.","4","4"
"Bob","Ach, hier. Gnome sind zwergenhafte Geschöpfe, die der Sage nach im","4","4"
"Bob","Erdinneren leben. Sie sind oft missgestaltet und hässlich und treiben","4","4"
"Bob","gern bösen Schabernack.","4","4"
"Bob","Szenen aus den Hörspielfolgen 22 (der verschwundene Schatz) und 24 (die silberne Spinne) sind","4","4"
"Bob","nachgesprochen","4","4"
"Bob","Fragen, Fragen","5","4"
"Bob","Ref.:                           Ref.:","5","4"
"Bob","Fragen, Fragen,                 Fragen, Fragen,","5","4"
"Bob","nichts als Fragen.              nichts als Fragen,","5","4"
"Bob","liegen leider                   liegen leider","5","4"
