"Speaker","Text","Page","speaker_id"
"REGIE","Die    drei   ???     und    der    Karpatenhund","1","0"
"REGIE","- Hörspielskript von Graf Zahl -","1","0"
"REGIE","Anmerkung: In den Szenen, die in der Wohnung von Mr. Prentice spielen, ist immer das Ticken von Uhren zu","1","0"
"REGIE","hören. Bei den Szenen außerhalb des Hauses hört man Vogelgezwitscher, in der Nähe des Hauses leichtes","1","0"
"REGIE","Wasserplätschern vom Swimmingpool und weiter vom Haus weg und auf dem Balkon entferntes Verkehrsrau-","1","0"
"REGIE","schen. Dies alles wurde zur Vereinfachung in den jeweiligen Szenen weggelassen.","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Kirchliche Orgelmusik, Schritte","1","0"
"Justus","Ah, hier ist es. Paseo Place, Hausnummer 402, und es ist genau sechs. Wir sind also","1","2"
"Justus","pünktlich zur Stelle.","1","2"
"REGIE","Klingeln","1","0"
"Bob","Es kommt schon jemand.","1","4"
"Mr Prentice","(erfreut) Oh, ihr seid pünktlich! Justus Jonas, Bob Andrews und Peter Shaw, oder irre","1","23"
"Mr Prentice","ich mich?","1","23"
"Peter","Sie irren sich nicht, Sir. Wir sind's, die drei Detektive.","1","3"
"Mr Prentice","Na dann kommt herein, und macht die Tür hinter Euch zu.","1","23"
"Justus","Danke, Sir!","1","2"
"REGIE","Türschließen","1","0"
"REGIE","Ende der Orgelmusik","1","0"
"REGIE","Schritte","1","0"
"Mr Prentice","Gehen wir in mein Büro. Hier ist es gleich.","1","23"
"REGIE","Türöffnen","1","0"
"REGIE","Schritte","1","0"
"REGIE","Türschließen","1","0"
"Justus","Also, was können wir für Sie tun, Mr. Prentice.","1","2"
"Mr Prentice","Tja. Ja, was könnt ihr für mich tun. Hm. (zögert) Na ja, also - bei mir spukt's! Wie, ihr","1","23"
"Mr Prentice","glaubt mir nicht? Ich sehe euch an, ihr sagt keinen Ton. Es ist aber tatsächlich so.","1","23"
"Mr Prentice","Jemand verschafft sich Zutritt zu meiner Wohnung, wenn ich nicht da bin. Ich habe","1","23"
"Mr Prentice","Beweise!","1","23"
"Justus","Dies ist ein großes Apartmenthaus. Gibt es einen Hausverwalter? Und könnte dieser","1","2"
"Justus","Verwalter einen Zentralschlüssel haben?","1","2"
"Bob","(zustimmend) Ja.","1","4"
"Mr Prentice","Mrs. Boogle1, dieses widerliche Weib, ist die Verwalterin. Aber zu dieser Wohnung hat","1","23"
"Mr Prentice","sie keinen Schlüssel. Ich habe mir extra ein neues Schloß einbauen lassen, um dieses","1","23"
"Mr Prentice","neugierige Weibsbild fernzuhalten.","1","23"
"Mr Prentice","1 Im Buch: Mrs. Boggle","1","23"
"Justus","Und durch die Fenster kann keiner einsteigen. Dafür liegt die Wohnung zu hoch. Es","2","2"
"Justus","geht nur über die Außentreppe und durch die Wohnungstür.","2","2"
"Peter","Es muß einen Zweitschlüssel geben. Es muß einfach!","2","3"
"Bob","(zustimmend) Ja.","2","4"
"Mr Prentice","Das ist aber noch nicht alles. Es kommt noch schlimmer.","2","23"
"Justus","Das müssen Sie erklären, Sir.","2","2"
"Mr Prentice","Es blitzt mitten in meinem Arbeitszimmer auf. Auch wenn ich da bin. Das habe ich","2","23"
"Mr Prentice","schon mehrmals gesehen!","2","23"
"Justus","(zögert) Und Sie sind sich sicher, daß ihre ...","2","2"
"Mr Prentice","Ich bin sicher, daß mir meine Phantasie keinen Streich spielt. Ihr werdet den Fall","2","23"
