"Speaker","Text","Page","speaker_id"
"Onkel Titus","Ganz einfach: ich habe den Spiegel vor einigen Wochen ganz regulär","2","73"
"Onkel Titus","gekauft.","2","73"
"Justus","Von wem?","2","2"
"Onkel Titus","Von Irma.","2","73"
"Mister Jefferson","Wer ist diese Irma, wenn ich fragen darf?","2","-1"
"Onkel Titus","War, leider! Sie war eine gute alte Freundin von mir, eine wunderbare","2","73"
"Onkel Titus","Kollegin, absolut zuverlässig. * im Hintergrund leise Flötenmusik*","2","73"
"Mister Jefferson","Na schön, und wo ist sie jetzt?","2","-1"
"Onkel Titus","Sie ist tot!","3","73"
"Justus","Ich erinnere mich, der Segelunfall, Anfang Juni vor Ventura. *Musik wird","3","2"
"Justus","lauter, Justus seufzt* Du hast davon erzählt.","3","2"
"Mister Jefferson","Wie praktisch, die Dame ist tot und jetzt fällt Ihnen nicht besseres ein, als ihr","3","-1"
"Mister Jefferson","die Schuld in die Schuhe zu schieben.","3","-1"
"Onkel Titus","Unsinn! Ich berichte nur, was geschehen ist. Es ist so, wie ich Ihnen gesagt","3","73"
"Onkel Titus","habe! Ein paar Tage vor dem Unfall hat Irma mich angerufen und gefragt, ob","3","73"
"Onkel Titus","ich Interesse hätte an einem wertvollen venezianischen Spiegel.","3","73"
"Justus","Und dann?","3","2"
"Onkel Titus","Bin ich zu ihr gefahren und hab ihn gekauft mit Zertifikat. Und ich hab keinen","3","73"
"Onkel Titus","Grund daran zu zweifeln, dass dieses Zertifikat echt war! Für Irma Bannister","3","73"
"Onkel Titus","lege ich meine Hand ins Feuer, Mister Jefferson.","3","73"
"Mister Jefferson","Fest steht aber auch, dass in der Galerie Winston ein zweites Exemplar","3","-1"
"Mister Jefferson","hängt. Weiß der Teufel, wie Ihre Freundin das angestellt hat. Irgendwer hat","3","-1"
"Mister Jefferson","hier betrogen und ich werde nicht zulassen, dass ich das Opfer bin!","3","-1"
"Onkel Titus","*währenddessen* Niemand, niemand!","3","73"
"Onkel Titus","Ich weiß nicht, wie ich Ihnen im Moment helfen könnte.","3","73"
"Mister Jefferson","Aber ich! Sie werden nach Santa Monica fahren und sich den zweiten Spiegel","3","-1"
"Mister Jefferson","ansehen. Sie werden feststellen, dass es sich um ein Duplikat handelt und","3","-1"
"Mister Jefferson","dann werden Sie meinen Spiegel wieder zurücknehmen -","3","-1"
"Onkel Titus","Ja, ja.","3","73"
"Mister Jefferson","und mir den Kaufpreis zurückerstatten.","3","-1"
"Onkel Titus","Ja, ja.","3","73"
"Mister Jefferson","Sollten sie sich weigern, Mister Jonas, erhalten Sie in den nächsten Tagen","3","-1"
"Mister Jefferson","wieder Besuch, aber dann nicht von mir, sondern von der Polizei.","3","-1"
"Onkel Titus","Keine Drohungen, Mister Jefferson! Ich bin gerne bereit, Ihnen bei der Suche","3","73"
"Onkel Titus","nach der Wahrheit zu helfen, aber erst müssen alle Fakten auf den Tisch.","3","73"
"Onkel Titus","Dann werden wir weitersehen.","3","73"
"Mister Jefferson","Meine Freunde wissen, dass es sich bei mir um eine äußerst humorvolle","3","-1"
"Mister Jefferson","Persönlichkeit handelt, aber beim Geschäft hört, wie man so sagt, jegliche","3","-1"
"Mister Jefferson","Gemütlichkeit auf. Bemühen Sie sich nicht, ich finde den Weg schon allein.","3","-1"
"REGIE","*Klappern der Tür*","3","0"
"Justus","Och, also, das ist doch!","3","2"
"Onkel Titus","Also Justus, was schlägst du jetzt vor?","3","73"
"REGIE","*Wegfahrendes Auto*","3","0"
"Justus","Es ist jetzt 16 Uhr. Wenn wir uns beeilen, könnten wir es noch nach Santa","3","2"
"Justus","Monica schaffen und pünktlich zum Abendbrot wieder hier sein.","3","2"
"Onkel Titus","Ja, das ist gut, ja.","4","73"
"Justus","Die Sache interessiert mich.","4","2"
"Onkel Titus","Gut. Dann los.","4","73"
"REGIE","*Zwischenmusik*","4","0"
"Erzähler","*währenddessen: leise Musik* Mister Winstons Galerie erwies sich als","4","574"
"Erzähler","äußerst eindrucksvolle Sammlung von modernen Gemälden. Ein halbes","4","574"
"Erzähler","Dutzend der kühnsten und in Justus' Augen beunruhigensten Werke","4","574"
"Erzähler","stammten aus dem Besitz von Irma Bannister. Staunend wanderten der erste","4","574"
"Erzähler","Detektiv und sein Onkel durch die hellen Säle.","4","574"
"Justus","Onkel Titus, sieh mal, das Schild dort: *lesend* Sammlung Irma Bannister,","4","2"
"Justus","Versteigerung am 9. und 10. Dezember, hier zu besichtigen. Das wird ja","4","2"
"Justus","immer mysteriöser. Und wo ist der Spiegel?","4","2"
"Onkel Titus","Hier, das ist er. Mister Jefferson hatte Recht.","4","73"
"Justus","Ja.","4","2"
"Onkel Titus","Er sieht genauso aus, wie mein Spiegel aus Venedig. Komm mal mit.","4","73"
"Justus","Ja.","4","2"
"Angestellte","Kann ich Ihnen behilflich sein?","4","1923"
"Onkel Titus","Ja, äh, ich interessiere mich für den venezianischen Spiegel an der Wand","4","73"
"Onkel Titus","dort. Ist er im Katalog aufgeführt?","4","73"
"Angestellte","Selbstverständlich! Hier, auf Seite 16. Aber es handelt sich nicht um einen","4","1923"
"Angestellte","venezianischen Spiegel. Das Stück stammt aus Texas.","4","1923"
"Onkel Titus","Danke!","4","73"
"Justus","Und? Na, Onkel, was steht drin?","4","2"
"Onkel Titus","Dallas, Texas. Tatsächlich. Angefertigt im Jahre 1882.","4","73"
"Justus","Hmm.","4","2"
"Onkel Titus","Nicht zu glauben. Aber dann muss sie beide Stücke in ihrem Besitz gehabt","4","73"
"Onkel Titus","haben.","4","73"
"Justus","Tja, und...und du wolltest für Irma Bannister die Hand ins Feuer legen.","4","2"
"Onkel Titus","Das tue ich immer noch. Für diesen Spiegel gibt es auch ein Zertifikat. Ganze","4","73"
"Onkel Titus","820 Dollar kostet er. Offensichtlich nur eine Nachbildung.","4","73"
"Justus","Wenn der andere Spiegel überhaupt echt ist. Vielleicht hat Irma dich doch","4","2"
"Justus","betrogen.","4","2"
"Onkel Titus","Das kann und will ich nicht glauben. Moment mal. *Papiergeraschel* Die","4","73"
"Onkel Titus","Versteigerung findet im Auftrag der Santa Monica Bank statt. Vielleicht hilft","4","73"
"Onkel Titus","uns das etwas weiter.","4","73"
"Justus","Ja, aber was hast du jetzt vor?","4","2"
"Onkel Titus","Jetzt werden wir einfach ein paar Erkundigungen einholen.","5","73"
"REGIE","*knarrende Bohle*","5","0"
"Erzähler","Schweigend verließen Justus und Onkel Titus die Galerie. Nach wenigen","5","574"
"Erzähler","Minuten standen beide vor einem Bankgebäude mitten im lebhaften Zentrum","5","574"
"Erzähler","von Santa Monica. Sie betraten die Eingangshalle und saßen schon bald","5","574"
"Erzähler","darauf im Zimmer des Direktors.","5","574"
"Mister Dimitrios","Freut mich, Sie mal wiederzusehen, Mister Jonas, was kann ich für Sie tun?","5","-1"
"Onkel Titus","Hmm, ja, ich weiß nicht recht, ob Sie mir helfen können, Mister Dimitrios.","5","73"
"Onkel Titus","Aber ich sitze in der Patsche.","5","73"
"Mister Dimitrios","Oh, es wird mir ein Vergnügen sein, Ihnen da herauszuhelfen. Schließlich","5","-1"
"Mister Dimitrios","sind Sie ja einer unserer Stammkunden.","5","-1"
"Onkel Titus","*lacht kurz* Das ist wahr, wenn auch bestimmt nicht der Größte.","5","73"
"Mister Dimitrios","Auf die Größe kommt es nicht immer an. Lieber klein und solide als ähm, na","5","-1"
"Mister Dimitrios","sagen wir -","5","-1"
"Justus","Mehr Schein als Sein.","5","2"
"Mister Dimitrios","Ganz recht. Ich kann Ihnen natürlich nur so weit behilflich sein, wie es mit den","5","-1"
"Mister Dimitrios","Regeln unseres Instituts vereinbar ist.","5","-1"
"Onkel Titus","Ja, natürlich, ja, natürlich.","5","73"
"Erzähler","Justus hatte den Eindruck, dass seinem Onkel das Herz in die Hose rutschte.","5","574"
"Erzähler","Aber dann riss sich Onkel Titus zusammen und erzählte nun in allen","5","574"
"Erzähler","Einzelheiten die Geschichte von Mister Jefferson und den beiden Spiegeln,","5","574"
"Erzähler","von denen es eigentlich nur einen hätte geben dürfen.","5","574"
"Mister Dimitrios","Verrückte Geschichte.","5","-1"
"Justus","Hmm.","5","2"
"Mister Dimitrios","Und Sie glauben, ich kann Ihnen in dieser Angelegenheit weiterhelfen? Aber","5","-1"
"Mister Dimitrios","ich weiß wirklich nicht, womit ich Ihnen dienen könnte, Mister Jonas.","5","-1"
"Onkel Titus","Mister Dimitrios, die Sammlung Irma Bannister wird im Auftrag Ihrer Bank","5","73"
"Onkel Titus","versteigert.","5","73"
"Mister Dimitrios","Mhm.","5","-1"
"Onkel Titus","Gibt es denn keine Erben?","5","73"
"Mister Dimitrios","Doch. Soweit mir bekannt ist, gibt es da einen Neffen, der auch hier in Santa","5","-1"
"Mister Dimitrios","Monica wohnt. *Papierrascheln* Aber alle diese Gegenstände sind Eigentum","5","-1"
"Mister Dimitrios","unserer Bank.","5","-1"
"Justus","Aha.","5","2"
"Onkel Titus","Mhm.","5","73"
"Mister Dimitrios","Nun gut, Mister Jonas.","5","-1"
"Onkel Titus","Ja.","6","73"
"Mister Dimitrios","Da Sie ein alter Freund von Irma Bannister waren und sie immer sehr","6","-1"
"Mister Dimitrios","vorteilhaft von Ihnen gesprochen hat -","6","-1"
"Onkel Titus","Mhm.","6","73"
"Mister Dimitrios","ist es sicher im Sinne der Verstorbenen, wenn ich Ihnen die näheren","6","-1"
"Mister Dimitrios","Umstände erläutere.","6","-1"
"Justus","Mhm.","6","2"
"Mister Dimitrios","Misses Bannister steckte in großen finanziellen Schwierigkeiten.","6","-1"
"Justus","Ach.","6","2"
"Onkel Titus","Ja, das war mir nicht bekannt.","6","73"
"Mister Dimitrios","Sie hat nie über ihre Probleme geklagt, eine außergewöhnliche Frau mit","6","-1"
"Mister Dimitrios","einem starken Charakter.","6","-1"
"Justus","Mhm.","6","2"
"Mister Dimitrios","Ihre Schwierigkeiten waren, wie soll ich mich ausdrücken? Ja, hausgemacht,","6","-1"
"Mister Dimitrios","völlig unnötig wie ich betonen muss, aber leider hat sie uns erst viel zu spät","6","-1"
"Mister Dimitrios","zu Rate gezogen.","6","-1"
"Justus","Ähm, was meinen Sie mit hausgemacht?","6","2"
"Mister Dimitrios","Wissen Sie, Misses Bannister war zwar seit vielen Jahren Kundin unserer","6","-1"
"Mister Dimitrios","Bank, aber ihre Geldangelegenheiten hat sie bis vor zwei Jahren selbst","6","-1"
"Mister Dimitrios","geregelt.","6","-1"
"Justus","Aha.","6","2"
"Mister Dimitrios","Da ließ sie sich von keinem reinreden.","6","-1"
"Justus","Tja.","6","2"
"Mister Dimitrios","Offensichtlich hatte sie kein großes Vertrauen zu uns Bankern. Dabei ist ihr","6","-1"
"Mister Dimitrios","ein folgenschwerer Fehler unterlaufen.","6","-1"
"Justus","Ach.","6","2"
"Mister Dimitrios","Es wäre ein Leichtes gewesen, sie vor der Katastrophe zu bewahren, wenn","6","-1"
"Mister Dimitrios","sie -","6","-1"
"Justus","Äh.","6","2"
"Mister Dimitrios","ja, wenn sie nur ihre Unterlagen von uns hätte prüfen lassen.","6","-1"
"Onkel Titus","Ich ahne schon worum es geht. Hatte es vielleicht etwas mit den","6","73"
"Onkel Titus","verheerenden Waldbränden in den Bergen von Santa Monica vor zwei Jahren","6","73"
"Onkel Titus","zu tun?","6","73"
"Mister Dimitrios","Mhm.","6","-1"
"Onkel Titus","Irmas Haus ist damals auch ein Opfer der Flammen geworden.","7","73"
"Mister Dimitrios","Ja, ja, Sie haben ins Schwarze getroffen Mister Jonas.","7","-1"
"REGIE","*lacht kurz auf*","7","0"
"Onkel Titus","Aha.","7","73"
"Mister Dimitrios","Zusätzlich stellte sich jedoch noch heraus, dass ihr Haus nicht ausreichend","7","-1"
"Mister Dimitrios","versichert war.","7","-1"
"Justus","Ach.","7","2"
"Mister Dimitrios","Viele Versicherungen haben in ihren Geschäftsbedingungen eine Klausel","7","-1"
"Mister Dimitrios","eingefügt, nach der sie gar nichts oder zumindest nur einen geringen Teil der","7","-1"
"Mister Dimitrios","Versicherungssumme auszuzahlen brauchen, wenn nachgewiesen kann,","7","-1"
"Mister Dimitrios","dass der Geschädigte unterversichert war.","7","-1"
"Onkel Titus","*währenddessen: murmelt vor sich hin*","7","73"
"Justus","Ja.","7","2"
"Onkel Titus","Hmm.","7","73"
"Mister Dimitrios","Ja. Und bei Misses Bannister war dies offensichtlich der Fall.","7","-1"
"Justus","Hmm. Und um ihr Haus wieder aufbauen zu können, musste sie einen Kredit","7","2"
"Justus","bei Ihnen aufnehmen.","7","2"
"Mister Dimitrios","Mhm.","7","-1"
"Justus","Und den hat sich Ihre Bank mit der Sammlung von Kunstgegenständen","7","2"
"Justus","sichern lassen. Richtig?","7","2"
"Mister Dimitrios","Ganz recht, junger Mann, ganz recht.","7","-1"
"REGIE","*lacht*","7","0"
"REGIE","*lacht auch*","7","0"
"Mister Dimitrios","Ihr Grundstück hat als Sicherheit nicht ausgereicht, es war damals schon mit","7","-1"
"Mister Dimitrios","einer Hypothek belastet und deshalb war Misses Bannister gezwungen, alle","7","-1"
"Mister Dimitrios","geretteten Kunstgegenstände zur Sicherheit an unsere Bank zu übereignen.","7","-1"
"Justus","Hmm. Und jetzt lassen Sie die Sachen versteigern um einen Teil des Geldes","7","2"
"Justus","zurückzubekommen.","7","2"
"Mister Dimitrios","Sie haben es durchschaut. Ich gratuliere Ihnen zu Ihrem Neffen, Mister","7","-1"
"Mister Dimitrios","Jonas.","7","-1"
"REGIE","*lacht*","7","0"
"Mister Dimitrios","Ein aufgeweckter junger Mann. Warten Sie mal, hier, ja hier habe ich die","7","-1"
"Mister Dimitrios","Inventarliste. *Papiergeknister* Auf ihr stehen alle Wertgegenstände, die sich","7","-1"
"Mister Dimitrios","vor zwei Jahren in Misses Bannisters Besitz befanden. *Papiergeknister*","7","-1"
"Justus","Und Ihrer Bank zur Sicherheit übereignet wurden.","7","2"
"Mister Dimitrios","Ja, ja, genau. Und wissen Sie, was ich hier finde? Einen Spiegel,","8","-1"
"Mister Dimitrios","handgefertigt in Dallas, Texas aus dem Jahr 1882.","8","-1"
"Onkel Titus","*leise* Das ist aber interessant.","8","73"
"Mister Dimitrios","Schätzpreis -","8","-1"
"Justus","circa 700 Dollar.","8","2"
"Mister Dimitrios","Allmählich werden Sie mir unheimlich, junger Mann.","8","-1"
"Justus","Ach, nicht doch.","8","2"
"Mister Dimitrios","Kann Ihr Neffe hellsehen?","8","-1"
"Onkel Titus","Ein anderer Spiegel wird nirgends erwähnt?","8","73"
"Mister Dimitrios","Nein, mit keiner Silbe. Übrigens, Sie verstehen, dass ich Ihnen diese","8","-1"
"Mister Dimitrios","Unterlagen nicht selbst zur Einsicht geben kann. *Aufbruchsgeräusche*","8","-1"
"Onkel Titus","Ja, natürlich.","8","73"
"Mister Dimitrios","Tut mir sehr Leid für Sie und Ihren Kunden, aber ich fürchte, weiter kann ich","8","-1"
"Mister Dimitrios","Ihnen da auch nicht helfen.","8","-1"
"Justus","Tja.","8","2"
"REGIE","*Musik bis zum Ende der Szene*","8","0"
"Onkel Titus","Ja, Sie haben mir schon sehr geholfen.","8","73"
"Justus","Ja.","8","2"
"Onkel Titus","Und mit äh Mister Jefferson werde ich schon eine Lösung finden.","8","73"
"Justus","Ja.","8","2"
"Onkel Titus","Vielen Dank, dass Sie uns Ihre kostbare Zeit gewidmet haben.","8","73"
"Mister Dimitrios","Mhm.","8","-1"
"Onkel Titus","Auf Wiedersehen, Mister Dimitrios.","8","73"
"Mister Dimitrios","Auf Wiedersehen.","8","-1"
"Justus","Wiedersehen.","8","2"
"Mister Dimitrios","Wiedersehen.","8","-1"
"REGIE","*Türgeräusche*","8","0"
"REGIE","*Zwischenmusik*","8","0"
"Erzähler","*währenddessen: leise Musik* Am nächsten Morgen trafen sich Justus, Peter","8","574"
"Erzähler","und Bob in ihrer Zentrale auf dem Schrottplatz und debattierten über den","8","574"
"Erzähler","rätselhaften Vorfall. Als Justus mit seinem Bericht fertig war, hatten auch Bob","8","574"
"Erzähler","und Peter die Überzeugung gewonnen, dass Titus Jonas mit dieser","8","574"
"Erzähler","unangenehmen Geschichte nicht allein gelassen werden sollte.","8","574"
"REGIE","*Blacky krächzt im Verlauf der nächsten Szene gelegentlich im Hintergrund*","9","0"
"Peter","Ja.","9","3"
"REGIE","* leises Stöhnen im Hintergrund*","9","0"
"Bob","Also, sag mal, wo sollen wir denn jetzt mit unseren Untersuchungen","9","4"
"Bob","beginnen?","9","4"
"Justus","Ich hab schon eine Idee, Kollegen.","9","2"
"Peter","Hmm.","9","3"
"Bob","Ah.","9","4"
"REGIE","*lacht kurz*","9","0"
"Peter","Und welche?","9","3"
"Justus","Über den Unfall von Irma Bannister hat bestimmt auch die Los Angeles Post","9","2"
"Justus","berichtet.","9","2"
"Bob","Mhm.","9","4"
"Justus","Bob, du könntest deinen Vater in der Redaktion anrufen und ihn bitten, uns","9","2"
"Justus","den Artikel hier her zu faxen.","9","2"
"Bob","Gut, Telefon.","9","4"
"Peter","Ja.","9","3"
"REGIE","*Telefonhörer wird abgehoben und Nummer gewählt*","9","0"
"Bob","Sag mal, weißt du den genauen Tag, an dem sie ertrunken ist?","9","4"
"Justus","Ähm, am 6. Juni.","9","2"
"REGIE","*knarrende Bohle*","9","0"
"Peter","Stell den Verstärker ein, ja.","9","3"
"Bob","Ja, alles klar. *kurze Pause* So.","9","4"
"REGIE","*Telefon piepst*","9","0"
"Mr. Andrews","Andrews?","9","227"
"Bob","Ah, äh, hi Dad. Du, ich hätte da 'ne dringende Bitte an dich.","9","4"
"Mr. Andrews","Trifft sich prima, ich habe auch eine. Unser Garten, du weißt schon, das ist","9","227"
"Mr. Andrews","dieses Fleckchen Erdball hinter unserem Haus, das aussieht wie -","9","227"
"Bob","Ja, ich weiß Dad, aber bevor ich mit dem Garten loslegen kann, da brauch ich","9","4"
"Bob","unbedingt 'ne Information von dir. Also, am 6. Juni, da hat es 'nen tödlichen","9","4"
"Bob","Segelunfall gegeben. Ihr habt doch bestimmt darüber berichtet. Also, eine","9","4"
"Bob","Seglerin, eine gewisse Irma Bannister, ist im Pazifik ertrunken. Äh, kannst du","9","4"
"Bob","den Bericht heraussuchen und in unsere Zentrale faxen?","9","4"
"Justus","In einer Bucht, südlich von Ventura. *lauter* Äh, hallo Mister Andrews, hier","10","2"
"Justus","spricht Justus.","10","2"
"Mr. Andrews","Tag, Justus. Ich sehe nach und melde mich wieder. Ist euer Faxgerät","10","227"
"Mr. Andrews","eingeschaltet?","10","227"
"Bob","Tag und Nacht!","10","4"
"Mr. Andrews","Überflüssige Frage.","10","227"
"Peter","M...M...Mr. Andrews, es wäre für uns auch wichtig zu erfahren, wer von Ihrer","10","3"
"Peter","Zeitung über den Unfall berichtet hat.","10","3"
"Bob","Mhm.","10","4"
"Mr. Andrews","Ventura sagt ihr? Da kommt nur Dan Jordan in Frage. Kriegt meist die heiklen","10","227"
"Mr. Andrews","Fälle in der Gegend. Ein guter Spürhund, aber auch ein ausgebufftes","10","227"
"Mr. Andrews","Schlitzohr. Also bis gleich.","10","227"
"Bob","Gut, bis gleich.","10","4"
"REGIE","*Telefonhörer wird aufgelegt*","10","0"
"Erzähler","Schon nach 5 Minuten sprang das Faxgerät im Campingwagen an","10","574"
"Erzähler","*Faxgeräusche* und die Kopie eine Zeitungsartikels vom 8. Juni wurde","10","574"
"Erzähler","ausgedruckt.","10","574"
"Justus","Hört euch das an Kollegen. *leise Musik im Hintergrund, lesend* Tod bei","10","2"
"Justus","Segelausflug. Ventura. Wieder hat ein tragischer Badeunfall im Pazifischen","10","2"
"Justus","Ozean ein Menschenleben gefordert. Aus noch ungeklärter Ursache ertrank","10","2"
"Justus","eine 50-jährige Frau aus Santa Monica in der Smeralda Bucht, südlich von","10","2"
"Justus","Ventura. Nach Angaben der Polizei hat die Frau versucht, von einem 2 Meilen","10","2"
"Justus","vor der Küste liegenden Segelboot, an Land zu schwimmen. Vermutlich ist sie","10","2"
"Justus","dabei von einem Schwächeanfall überrascht worden und ertrunken.","10","2"
"REGIE","*Hunde bellen im Hintergrund*","10","0"
"Bob","Hmm.","10","4"
"Peter","Ah, ist das alles?","10","3"
"Justus","Hmm. Sieht so aus. Hmm, in dem Artikel wird zwar kein Name genannt, aber","10","2"
"Justus","es dürfte sich um Irma Bannister handeln. Der Ort stimmt und aus Santa","10","2"
"Justus","Monica stammte sie auch.","10","2"
"Bob","Ja, alles in allem eine nicht sehr ergiebige Meldung. Aber eins fällt natürlich","10","4"
"Bob","sofort auf, von der Leiche *Faxgeräusche* ist überhaupt keine Rede. Ah, da","10","4"
"Bob","ist ja wieder ein Fax.","10","4"
"Peter","Gib mal her!","10","3"
"Bob","So.","10","4"
"Peter","Ja. Diesmal eine Meldung vom 10. Juni, hört zu. *leise Musik im Hintergrund,","10","3"
"Peter","lesend* Polizei sucht Zeugen. Ventura. Die Polizei von Ventura sucht Zeugen","10","3"
"Peter","im Zusammenhang mit dem tragischen Unfall, dem am 6. Juni in der","10","3"
"Peter","Smeralda Bucht, südlich von Ventura, eine Frau aus Santa Monica zum Opfer","11","3"
"Peter","fiel.","11","3"
"Justus","Aha.","11","2"
"Peter","Wie berichtet, nimmt die Polizei an, dass die 52-jährige, deren Namen mit","11","3"
"Peter","Irma Bannister angegeben wird -","11","3"
"Justus","Aha, aha.","11","2"
"Peter","von einem Segelboot zurück an Land schwimmen wollte und dabei von einem","11","3"
"Peter","Schwächeanfall überrascht wurde und ertrunken ist. Die Besitzerin des","11","3"
"Peter","Segelbootes, die vergeblich nach ihrer Rückkehr am Strand nach Misses","11","3"
"Peter","Bannister gesucht hatte, alarmierte bei Einbruch der Dunkelheit die","11","3"
"Peter","Küstenwache.","11","3"
"Bob","Aha.","11","4"
"Justus","Mhm.","11","2"
"Peter","Die Suche von Rettungsschwimmern und Hubschrauberbesatzungen blieben","11","3"
"Peter","erfolglos. Aha. Irma Bannister ge...galt als gute Schwimmerin. Personen, die","11","3"
"Peter","am 6. Juni zwischen 19.00 und 21.00 Uhr an der angegebenen Stelle eine","11","3"
"Peter","rothaarige Schwimmerin dieses Alters beobachtet haben, werden gebeten,","11","3"
"Peter","sich bei der Polizei zu melden. Bei dieser Gelegenheit weisen Küstenwache","11","3"
"Peter","und Polizei erneut auf die lebensgefährlichen Strömungen vor der","11","3"
"Peter","kalifornischen Küste hin. In den ersten 5 Monaten dieses Jahres gab es im","11","3"
"Peter","Großraum von Los Angeles bereits 23 tödliche Badeunfälle.","11","3"
"Bob","Und so weiter.","11","4"
"Justus","Hmm.","11","2"
"Peter","Ja, hmm, wart mal. Bob, hier hat dein Vater etwas an den Rand geschrieben.","11","3"
"Bob","Mhm.","11","4"
"Peter","Kann ich aber -","11","3"
"Bob","Zeig mal her.","11","4"
"Peter","Kann ich nicht lesen","11","3"
"Bob","*stöhnt* Oh je, jetzt wird mir langsam klar, von wem ich meine krakelige","11","4"
"Bob","Handschrift geerbt hab.","11","4"
"REGIE","*lacht*","11","0"
"Bob","Ah, wart mal. Mit etwas Mühe lässt sich das doch entziffern. Also das, dass","11","4"
"Bob","soll ein D sein, ja. *lesend* Dies ist die zweite und letzte Meldung über I","11","4"
