"Speaker","Text","Page","speaker_id"
"REGIE","-Hörspielskript von Stansfield-","1","0"
"REGIE","*Titelmelodie*","1","0"
"REGIE","[Grillenzirpen; Schritte; Keuchen]","1","0"
"Justus","Oh man, Peter! [Peter hustet] Tust du mir einen Gefallen?","1","2"
"Peter","Was denn, Erster?","1","3"
"Justus","Solltest du noch einmal auf den Gedanken kommen mit Jeffrey irgendeine","1","2"
"Justus","dämliche Wette abzuschließen, dann beschränke dich doch bitte auf's Surfen!","1","2"
"Justus","Dann müssen Bob und ich wenigstens nicht mitkommen, und auf unsere","1","2"
"Justus","wohlverdiente Nachtruhe verzichten!","1","2"
"REGIE","[Peter lacht]","1","0"
"Bob","[leise] Pscht, pscht, seid doch mal still! ich hör was!","1","4"
"REGIE","[Kläffen eines Hundes]","1","0"
"Bob","[leise] Da kommt eine Spaziergängerin mit Hund. Leise!","1","4"
"REGIE","[Schritte; Kläffen wird leiser]","1","0"
"Bob","So, sie ist weg!","1","4"
"Justus","Ja.","1","2"
"Bob","Jetzt können wir weiter! Los, wenn's unbedingt sein muss!","1","4"
"REGIE","[Geächze; Gestöhne]","1","0"
"Peter","Also Just! Normalerweise bist du doch der Erste, der mitten in der Nacht","1","3"
"Peter","komische Dinge tut!","1","3"
"Justus","[gereizt] Oah, ich mache keine komischen Dinge, sondern allenfalls","1","2"
"Justus","Ermittlungen im Zusammenhang mit einem Fall! Deine Initialen mitten in der Nacht","1","2"
"Justus","auf nationale Denkmäler zu kritzeln gehört nicht dazu!","1","2"
"REGIE","[Bob lacht]","1","0"
"Peter","Aber, wenn ich die Wette gewinne, ja, dann besorgt uns Jeffrey drei","1","3"
"Peter","Eintrittskarten für die Oscarverleihung! [lacht] Lockt dich das gar nicht?","1","3"
"Justus","Doch! Aber es ist und bleibt eine strafbare Handlung, und ich weiß nach","1","2"
"Justus","wie vor nicht wieso ich mich dazu habe überreden lassen mitzukommen.","1","2"
"Bob","Los, hier geht's lang!","2","4"
"Justus","[keucht] Ja.","2","2"
"Peter","Ja.","2","3"
"REGIE","*Zwischenmusik*","2","0"
"Erzähler","Die drei Detektive befanden sich rund 200 Meter von den berühmten","2","574"
"Erzähler","Hollywood-Buchstaben entfernt, die jetzt in der Nacht von starken Scheinwerfern","2","574"
"Erzähler","angestrahlt wurden. Hollywood stand dort. Über ganz Los Angeles hinweg zu","2","574"
"Erzähler","sehen. Doch von hier unten, sahen die Buchstaben gar nicht so groß aus.","2","574"
"REGIE","[Schritte; Gekeuche]","2","0"
"Peter","Wir haben's gleich geschafft!","2","3"
"REGIE","[Schritte]","2","0"
"Peter","[enttäuscht] Och, verflixt!","2","3"
"Bob","Was ist denn? Was hast du denn, Zweiter?","2","4"
"Peter","Äh, hier ist ein Stacheldrahtzaun! Da müssen wir wohl durch!","2","3"
"REGIE","[Justus seufzt]","2","0"
"Bob","Das hätten wir uns doch denken können! Die lassen natürlich nicht jeden","2","4"
"Bob","dahergelaufenen an die Buchstaben ran. Wir machen uns strafbar, wenn wir da","2","4"
"Bob","durchklettern!","2","4"
"Peter","Ach was, wir sind ja in fünf Minuten wieder draußen! Wartet mal!","2","3"
"REGIE","[Angestrengte Geräusche von Peter]","2","0"
"Bob","Was machst du denn da?","2","4"
"Peter","[angestrengt] Ich bieg die Dinger auseinander, hier kann man die Drähte","2","3"
"Peter","ganz gut auseinanderbiegen! So kommst sogar du unbeschadet durch, Justus.","2","3"
"Justus","Hmm, tze.","2","2"
"REGIE","[Angestrengte Geräusche von Justus]","2","0"
"Bob","Justus, deine Jacke hängt fest!","2","4"
"Justus","Och!","2","2"
"Bob","ich helf dir mal! ich helf dir mal!","3","4"
"REGIE","[Angestrengte Geräusche]","3","0"
"Bob","So!","3","4"
"Peter","Nun kommt schon!","3","3"
"Bob","Jetzt ich!","3","4"
"REGIE","[Angestrengte Geräusche von Bob]","3","0"
"Justus","Ich gehe kein Stück weiter Kollegen! Das ist Wahnsinn! Für diesen Anstieg","3","2"
"Justus","hätten wir eine Bergsteigerausrüstung gebraucht!","3","2"
"Peter","Das ist doch nur noch ein ganz kurzes Stück, guckt mal wie weit wir schon","3","3"
"Peter","gekommen sind!","3","3"
"Bob","Ja, sieht nett aus.","3","4"
"Justus","Das ist mir egal, mir reicht's jetzt!","3","2"
"Bob","Ich hab auch kein gutes Gefühl bei der Sache. Was soll das Ganze?","3","4"
"Peter","Na schön, dann bleibt ihr eben hier! Ich gehe jedenfalls weiter! Bis gleich!","3","3"
"Justus","Hmhm.","3","2"
"Bob","Ja, bis gleich!","3","4"
"REGIE","[Schritte; Gestöhne von Justus; Justus lässt sich zu Boden fallen]","3","0"
"Justus","Was ist denn nur mit Peter los, Bob?","3","2"
"Bob","Pfff, tja...","3","4"
"Justus","Normalerweise lässt er sich doch nicht auf solche Aktionen ein.","3","2"
