"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???  -  Im  Schatten    des   Giganten    (165)","1","0"
"REGIE","-- Hörspielskript von Monique Carrera --","1","0"
"REGIE","Anmerkungen: Steven ist geistig behindert. Daher stammelt er bei seinen Einsätzen.","1","0"
"REGIE","In der Marmot Lodge wird in Szenen in der Bar, im Speisesaal oder der Lobby stets Musik","1","0"
"REGIE","(zumeist Country & Western) als Hintergrundkulisse gespielt. Diese ist von den üblichen","1","0"
"REGIE","Zwischenmusiken abzugrenzen, die diese Kulissenmusik bisweilen überlagert.","1","0"
"REGIE","Track 1 - Zwischen Himmel und Erde","1","0"
"REGIE","[Titelmusik]","1","0"
"REGIE","[Hubschrauberrotoren]","1","0"
"Bob","Oh man! Das schafft der Rettungshubschrauber doch nie!","1","4"
"Peter","Wie konnte dieser Bergsteiger auch nur so leichtsinnig sein?","1","3"
"Peter","Der hängt wie ne Spinne in der Luft.","1","3"
"Justus","Da! Jetzt lässt sich ein Helfer am Seil herab.","1","2"
"Bob","Ja. Jetzt folgt ne Trage. Mensch, Dad. Wie wollen die den","1","4"
"Bob","Mann da reinbekommen? Der kann doch niemals allein in die","1","4"
"Bob","Trage klettern.","1","4"
"Peter","Ja! Dazu hat er doch viel zu sehr in seinem Seil verheddert.","1","3"
"REGIE","[Rumpeln]","1","0"
"Bob","Och, das war knapp!","1","4"
"Mr. Andrews","Keine Sorge, Jungs! Jeanne und ihr Team werden ihn retten.","1","227"
"Mr. Andrews","Die machen doch so was jeden Tag. Das gibt hervorragende","1","227"
"Mr. Andrews","Fotos für die Los Angeles Post.","1","227"
"Bob","Und Dad? Kannst du durch das Objektiv was genaueres er-","1","4"
"Bob","kennen?","1","4"
"Mr. Andrews","Ja, Moment. Er hat eine Wunde am Kopf. Und sein Bein ist","1","227"
"Mr. Andrews","definitiv gebrochen.","1","227"
"Peter","Da! Jetzt ist der Helfer beim Bergsteiger.","1","3"
"Justus","Die Leute von YOSAR und Helitec machen ihre Arbeit wirk-","1","2"
"Justus","lich gut.","1","2"
"Peter","Wer?","1","3"
"Justus","""YOSAR"" ist die Abkürzung für ""Yosemite Search And Res-","1","2"
"Justus","cue"". Den Such- und Rettungsdienst des Yosemite-Parks.","1","2"
"Justus","Sie kümmern sich um Verletzte, suchen vermisste Wanderer","2","2"
