"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei   ???  und   der  weiße     Leopard     (212)","1","0"
"REGIE","- Hörspielskript von Holmes -","1","0"
"REGIE","Track 1 - Alarm in Bel Air","1","0"
"REGIE","[Titelmusik]","1","0"
"REGIE","[Telefon klingelt, Blacky krächzt, Uhr ticken, Schrottplatzgeräusche]","1","0"
"Blacky","Telefon, Telefon!","1","608"
"Bob","Wir haben's ja gehört, Blacky!","1","4"
"Peter","Och, nun geh' schon ran, Justus! Aber schallt den Verstärker","1","3"
"Peter","ein!","1","3"
"Justus","Ja doch! [Greift das Telefon, Klingeln verstummt,] Ja, Justus","1","2"
"Justus","Jonas von den drei Detektiven.","1","2"
"Larry Conklin","[Spricht durch das Telefon] Ja, hier Conklin, Larry Conklin.","1","247"
"Justus","Mr. Conklin ... Larry Conklin, von der Firma Safe-T-System!","1","2"
"Larry","Das weißt du noch?","1","1924"
"Bob","Ja na klar!","1","4"
"Peter","Ja der Fall mit der wandelnden Vogelscheuche! [Blacky","1","3"
"REGIE","krächzt]","1","0"
"Larry","Ah, ihr Jungs sitzt zusammen. Hört zu! Es geht um folgendes:","1","1924"
"Larry","Ich arbeite noch immer für Safe-T-System und bearbeite","1","1924"
"Larry","momentan  einen Auftrag von einem ziemlich exzentrischen","1","1924"
"Larry","Börsenmakler und Kunstsammler namens Tyrone Fairfax.","1","1924"
"Justus","(gespannt) Ja?","1","2"
"Larry","Ich soll seine komplette Villa in Bel Air und vor allem eine","1","1924"
"Larry","einzelne Vitrine mit einem hochmodernen Alarmsystem","1","1924"
"Larry","ausstatten.","1","1924"
"Justus","Aha? (verwundert) Eine einzelne Vitrine? Gehe ich recht in","1","2"
"Justus","der Annahme, dass ein Kunstgegenstand darin verwahrt","1","2"
"Justus","wird?","1","2"
"Larry","Genau! Konkret handelt es sich um eine unschätzbar","2","1924"
"Larry","wertvolle japanische Prunkschale aus dem 17. Jahrhundert.","2","1924"
"Larry","Sie stammt aus dem Besitz eines Shoguns. Ähm, wisst ihr,","2","1924"
"Larry","was das ist?","2","1924"
"Justus","Verkürzt gesagt eine Art General der Samurai, und das","2","2"
"Justus","wiederrum waren speziell ausgebildete und bewaffnete","2","2"
"Justus","Krieger im alten Japan.","2","2"
"Larry","Ja, so ist es, ja. Unter Fachleuten ist die Schale als der","2","1924"
"Larry","""Weiße Leopard"" bekannt.","2","1924"
"Justus","Aha?","2","2"
"Larry","Laut einer Legende soll der Shogun kurz vor seinem Tod","2","1924"
"Larry","einen Fluch über die Porzellanschale verhängt haben.","2","1924"
"Peter","(argwöhnisch) Und ... warum?","2","3"
"Larry","Hass. Ein hinterhältiger Rivale hatte dem Shogun - der stets","2","1924"
"Larry","ein blaues Gewand mit weißen Leoparden trug - die","2","1924"
"Larry","kostbare Prunkschale geschenkt, um sein Vertrauen zu","2","1924"
"Larry","erschleichen und ihn dann skrupellos umzubringen.","2","1924"
"Bob","Äh, ziemlich unsympathisch!","2","4"
"Larry","Ja, [Blacky krächzt] seit jener Zeit soll der rachsüchtige Geist","2","1924"
"Larry","des Shoguns unwiderruflich mit der Schale verbunden sein,","2","1924"
"Larry","und im Laufe der Jahrhunderte zahllose Opfer gefordert","2","1924"
"Larry","haben.","2","1924"
"Justus","Ha!","2","2"
"Peter","(stöhnt) Das war ja mal wieder klar!","2","3"
"Larry","Der Ablauf des Fluchs ist dabei angeblich immer gleich: Wird","2","1924"
"Larry","der Geist des Shoguns erzürnt, erscheint er und nimmt die","2","1924"
"Larry","Schale an sich. Dann wird der Besitzer, der den Zorn des","2","1924"
"Larry","Geistes in irgendeiner Form heraufbeschworen hat, bestraft.","2","1924"
"Larry","Mit dem Tod.","2","1924"
"Justus","Und dein Klient hat keine Angst vor dem Fluch?","2","2"
"Larry","Ha, [Blacky krächzt] und ob er die hat. - Sogar krankhafte","3","1924"
"Larry","Angst. Aber gleichzeitig glaubt Mr Fairfax, gegen den Fluch","3","1924"
"Larry","gewappnet zu sein.","3","1924"
"Bob","Äh, in wie fern?","3","4"
"Larry","Ach komm, das erzähl' ich euch später. Aber vorerst nur","3","1924"
"Larry","so viel: Ich arbeite seit zwei Tagen in der Villa, und gestern,","3","1924"
"Larry","ist etwas sehr Seltsames passiert.","3","1924"
"Justus","[Blacky krächzt] Nämlich?","3","2"
"Larry","Gestern Abend, ich habe spät noch gearbeitet, sah ich im","3","1924"
"Larry","hinteren Teil des Gartens - einen weißen Leoparden.","3","1924"
"Bob","(irritiert) Was?","3","4"
"Peter","(stottert) Wie, du hast ...?","3","3"
"Larry","Eine Raubkatze gesehen, die in Amerika in freier Wildbahn","3","1924"
"Larry","gar nicht mehr vorkommt.","3","1924"
"Bob","Das kann doch nicht sein!","3","4"
"Larry","Für einen Moment war ich wie erstarrt, dann bin ich","3","1924"
