"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???   - und   das  blaue   Biest   (167)","1","0"
"REGIE","-- Hörspielskript von Monique Carrera --","1","0"
"REGIE","Track 1 - Hilferuf von King Kongs Insel","1","0"
"REGIE","[Titelmusik]","1","0"
"REGIE","[in der Zentrale, Schrottplatzgeräusche im Hintergrund, das","1","0"
"REGIE","Telefon klingelt, Blacky krächzt]","1","0"
"Peter","Schalt den Verstärker an.","1","3"
"Justus","Ja, mach ich immer.","1","2"
"Justus","Ja? Justus Jonas von den drei Detektiven?","1","2"
"Andy Carson","[durchs Telefon] Hallo Justus. Hier ist Andy Carson. Erin-","1","32"
"Andy Carson","nerst du dich noch?","1","32"
"Peter","Andy! Vom Fall ""schwarze Katze"". Was für ne Überraschung!","1","3"
"Bob","Mensch Andy, wie schön, mal wieder von dir zu hören.","1","4"
"Andy Carson","Gut, dass ich euch erreiche. Ich wollte...","1","32"
"REGIE","[ein Brüllen und kreischen im Hintergrund]","1","0"
"Justus","Och... Andy, was ist denn da los?","1","2"
"Andy Carson","Ich Idiot. Hab gar nicht mehr an den verflixten Gorilla ge-","1","32"
"Andy Carson","dacht.","1","32"
"Bob","Den... Den Gorilla?","1","4"
"Andy Carson","Ja, genau. Ich bin hier auf Skull Island und gerade ist Ann","1","32"
"Andy Carson","Darrow von King Kong entführt worden. Das passiert hier","1","32"
"Andy Carson","dauernd. Und ich stand blöderweise direkt neben dem Affen,","1","32"
"Andy Carson","als es losging.","1","32"
"Justus","Verstehe, Andy. Du befindest dich gerade in irgendeiner","1","2"
"Justus","King-Kong-Show und während du mit uns sprichst ist der","1","2"
"Justus","künstliche Riesenaffe plötzlich in Aktion getreten, stimmt's?","1","2"
"Andy Carson","Das wollte ich ja gerade erzählen, als King Kong mich unter-","1","32"
"Andy Carson","brochen hat. Ihr habt doch bestimmt schon vom ""Movie Em-","1","32"
"Andy Carson","pire"" gehört? Diesem großen Freizeitpark am Golden State","1","32"
"Andy Carson","Freeway kurz vor Glendale.","1","32"
"Bob","Na, klar. Die Eröffnung vor ein paar Wochen war ja ein Rie-","1","4"
"Bob","senereignis, über das überall berichtet wurde.","1","4"
"Peter","Ja, es soll richtig klasse sein.","1","3"
"Andy Carson","Stimmt. Das Movie Empire ist ein riesiger Erlebnispark der","2","32"
"Andy Carson","ganz auf Filmevents spezialisiert ist. Und wenn ihr meinen","2","32"
"Andy Carson","Fall übernehmt, könnt ihr euch davon selbst überzeugen.","2","32"
"Justus","Deinen Fall?","2","2"
"Andy Carson","Ganz genau. Ich würde euch gerne mit der Aufklärung der","2","32"
"Andy Carson","rätselhaften Vorfälle im Movie Empire beauftragen.","2","32"
"Bob","Dann... dann bist du nicht mehr beim Zirkus deines Vaters?","2","4"
"Andy Carson","Zur Zeit nicht. Ich hab vorn paar Wochen das Angebot be-","2","32"
"Andy Carson","kommen, hier in den Sommermonaten einen Aushilfsjob zu","2","32"
"Andy Carson","übernehmen.","2","32"
"Justus","Und worin besteht das Problem, bei dem wir dir helfen sol-","2","2"
"Justus","len?","2","2"
"Andy Carson","Seit einigen Tagen verübt hier irgendein Verrückter immer","2","32"
"Andy Carson","wieder Sabotageanschläge.","2","32"
"Peter","Das klingt ja fast so, als würden sich die damaligen Vorfälle","2","3"
"Peter","beim Zirkus wiederholen. Der einzigartige Gabbo ist ja ganz","2","3"
"Peter","ähnlich vorgegangen.","2","3"
"Andy Carson","Genau daran hab ich auch gedacht.","2","32"
"Justus","Also, ich halte es für höchst unwahrscheinlich, dass Gabbo","2","2"
"Justus","es auf das Movie Empire abgesehen haben sollte. Abgese-","2","2"
"Justus","hen davon müsste er sich noch in Haft befinden.","2","2"
"Peter","Ach so.","2","3"
