"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei   ???    - Labyrinth       der   Götter     (91)","1","0"
"REGIE","- Hörspielskript von BeefyTremane -","1","0"
"REGIE","Anfangsmusik","1","0"
"REGIE","Schrottplatzlärm, Schritte auf Kies, Poltern, Papageiengekrächze ab und zu im Hintergrund","1","0"
"REGIE","Peter          Na, Just? Was gibt's so wichtiges zu berichten, hä? Oder weshalb hast du uns","1","0"
"REGIE","sonst in die Zentrale bestellt?","1","0"
"REGIE","Justus         Dein Vater hat uns ein interessantes Fax geschickt, Zweiter.","1","0"
"REGIE","Peter          Aha.","1","0"
"REGIE","Bob            Was? Peters Vater? Gibt's doch nicht.","1","0"
"REGIE","Justus         Das nehme ich zumindest an, denn auf dem Faxkopf steht Wonderworld.","1","0"
"REGIE","Bob            Aha.","1","0"
"REGIE","Justus         Die Filmfirma für Spezialeffekte. Dort arbeitet er doch.","1","0"
"REGIE","Peter          Na, ja, klar! Und was hat er gefaxt?","1","0"
"REGIE","Papier raschelt","1","0"
"REGIE","Justus         Einen Zeitungsartikel, hier. Es geht um eine Filmdiva aus den 30er Jahren. Ihr","1","0"
"REGIE","Name ist Josephine Jones.","1","0"
"REGIE","Peter          Josephine Jones?","1","0"
"REGIE","Bob            Moment mal, der Name sagt mir doch irgendwas.","1","0"
"REGIE","Peter          Ja, ja, ja.","1","0"
"REGIE","Justus         Damals war sie ein Star, hat oft in den Filmen von Edward Truman mitgespielt.","1","0"
"REGIE","Bob            Ach, genau!","1","0"
"REGIE","Peter          Ja, stimmt.","1","0"
"REGIE","Justus         In den 40ern ist sie ziemlich schnell wieder von der Bildfläche verschwunden.","1","0"
"REGIE","Peter          Na und?","1","0"
"REGIE","Justus         Inzwischen lebt sie in einem Altenheim hier ganz in der Nähe. Der Autor dieses","1","0"
"REGIE","Artikels hat sie dort besucht und interviewt.","1","0"
"REGIE","Peter          Ja, aber lacht warum schickt mein Vater uns diesen Artikel?","1","0"
"REGIE","Justus         Keine Ahnung. Aber er hat eine Passage angestrichen. Wartet, ich lese sie","1","0"
"REGIE","euch vor.","1","0"
"REGIE","Bob            Ja.","1","0"
"REGIE","Justus         Versonnen erinnert sie sich an die Zeit, in der sie für den Oscar nominiert","1","0"
"REGIE","wurde und in Edward Trumans sagenumwobenen Film Utopia mitspielte.","1","0"
"REGIE","Bob            Ah!","2","0"
"REGIE","Justus         Doch die vergangenen Jahrzehnte haben in Josephine Jones' Erinnerungen","2","0"
"REGIE","die Grenze zwischen Phantasie und Wirklichkeit verschwimmen lassen, denn","2","0"
"REGIE","der Film Utopia hat niemals existiert. Trumans letzter Film ist eine moderne","2","0"
"REGIE","Legende.","2","0"
"REGIE","Peter          Hä?","2","0"
"REGIE","Papier raschelt","2","0"
"REGIE","Peter          Ja, und was soll das?","2","0"
"REGIE","Justus         Ich hatte gehofft, du könntest mir das sagen.","2","0"
"REGIE","Bob            Sag doch mal was, Peter.","2","0"
"REGIE","Peter          lachend Ich hab nicht den geringsten Schimmer, ich weiß es nicht.","2","0"
"REGIE","Bob            Also das gibt's ja wohl nicht.","2","0"
"REGIE","Telefonklingeln","2","0"
"REGIE","Justus         Ah! hebt ab Ja? Justus Jonas von den drei Detektiven? ... Oh! Mr. Shaw!","2","0"
"REGIE","Das nenn ich Gedankenübertragung. Bob und Peter sind auch hier. Warten","2","0"
"REGIE","Sie, ich schalte den Verstärker ein.","2","0"
"REGIE","Klicken","2","0"
"REGIE","Mr. Shaw       telefonisch Sagt mal, habt ihr mein Fax bekommen?","2","0"
"REGIE","Justus         Ja, wir sprachen darüber, was es wohl zu bedeuten hat.","2","0"
"REGIE","Mr. Shaw       telefonisch Ganz einfach: Ich habe einen Fall für euch. Ihr habt den Artikel ja","2","0"
"REGIE","bereits gelesen. Eigentlich wisst ihr dann schon, worum es geht.","2","0"
"REGIE","Justus         Um Utopia.","2","0"
"REGIE","Mr. Shaw       telefonisch Richtig. Edward Trumans geheimnisvoller Film, von dem niemand","2","0"
"REGIE","so recht weiß, ob es ihn gibt oder nicht.","2","0"
"REGIE","Justus         Und nun hat Josephine Jones behauptet, sie hätte in Utopia mitgespielt. Und","2","0"
"REGIE","die Fachwelt ist in heller Aufregung.","2","0"
"REGIE","Mr. Shaw       telefonisch Bei Wonderworld wird über nichts anderes mehr geredet. Glaubt","2","0"
"REGIE","man den Geschichten nämlich, dann hat Truman damals ganz neue Techniken","2","0"
"REGIE","und Spezialeffekte entwickelt, um seine Vision umzusetzen.","2","0"
"REGIE","Justus         Aha.","2","0"
"REGIE","Mr. Shaw       telefonisch Das interessiert uns natürlich brennend, denn möglicherweise","2","0"
"REGIE","lassen sich diese Tricks sogar noch heute verwenden.","2","0"
"REGIE","Justus brummt skeptisch","2","0"
"REGIE","Mr. Shaw       telefonisch Obwohl der Film schon so alt ist.","2","0"
"REGIE","Justus         Wenn Mrs. Jones behauptet, sie habe für den Film vor der Kamera gestanden,","2","0"
"REGIE","dann muss ja doch schon etwas gedreht worden sein.","2","0"
"REGIE","Bob und Peter flüstern im Hintergrund","2","0"
"REGIE","Justus         Das Filmmaterial kann ja nicht verschwunden sein. Diese Filmrollen liegen","3","0"
"REGIE","vermutlich völlig verstaubt in irgendeinem Archiv der Filmgesellschaft herum.","3","0"
"REGIE","Mr. Shaw       telefonisch Das hab ich anfangs auch gedacht, doch dummerweise gibt es die","3","0"
"REGIE","Filmgesellschaft nicht mehr. Sie hat vor 20 Jahren Pleite gemacht. Da ist nichts","3","0"
"REGIE","mehr zu holen.","3","0"
"REGIE","Justus         Ach.","3","0"
"REGIE","Mr. Shaw       telefonisch Also kam ich auf die Idee, die drei schlausten Burschen der","3","0"
"REGIE","gesamten Westküste zu fragen, ob sie Lust haben, nach dem Film zu suchen.","3","0"
"REGIE","Justus         Sie meinen also auch, dass der Film tatsächlich existiert?","3","0"
"REGIE","Mr. Shaw       telefonisch Ich weiß es nicht.","3","0"
"REGIE","Justus         Dass er nicht nur eine Legende ist?","3","0"
"REGIE","Mr. Shaw       telefonisch Wenn es ihn gibt, und ihr ihn findet, macht ihr damit eine","3","0"
"REGIE","Riesenentdeckung.","3","0"
"REGIE","Peter          Das klingt spannend! Wenn er dann nachträglich in die Kinos kommt und wir im","3","0"
"REGIE","Vorspann erwähnt werden, dann sind wir dabei. lacht","3","0"
"REGIE","Justus         Blödsinn! Wir sind auch so dabei. ich denke, ich spreche im Sinne meiner","3","0"
"REGIE","beiden Detektivkollegen, Mr. Shaw. Wir übernehmen den Fall.","3","0"
"REGIE","Bob            Aber genau!","3","0"
"REGIE","Mr. Shaw       telefonisch Ausgezeichnet. Dann meldet euch, sobald ihr etwas in Erfahrung","3","0"
"REGIE","gebracht habt.","3","0"
"REGIE","Peter          zustimmend Hm, machen wir.","3","0"
"REGIE","Mr. Shaw       telefonisch Viel Erfolg, Jungs.","3","0"
