"Speaker","Text","Page","speaker_id"
"MIRANDA","Freund deines Onkels. Und er hat mir erzählt, dass ihr... nun, auf besondere","7","-1"
"MIRANDA","Fälle spezialisiert seid.","7","-1"
"JUSTUS","Ja. Miranda, warum erzählen Sie uns nicht einfach, warum Sie uns gebeten","7","2"
"JUSTUS","haben herzukommen.","7","2"
"REGIE","Glas splittert, alle schreien erschrocken auf","7","0"
"PETER","Die Fensterscheibe ist zersprungen!","7","3"
"JUSTUS","Los, Kollegen, wir müssen nachsehen!","7","2"
"REGIE","Türenquietschen, schnelle Schritte, Keuchen. Nachtgeräusche","7","0"
"BOB","Nichts. Niemand zu sehen.","7","4"
"JUSTUS","Seltsam.","7","2"
"PETER","Und wenn das Fenster aus größerer Entfernung zerstört wurde? Mit einem","7","3"
"PETER","Stein oder so?","7","3"
"BOB","Los, kommt, gehen wir wieder rein.","7","4"
"JUSTUS","Ja.","7","2"
"REGIE","Schritte. Klirren von Glas","7","0"
"PETER","Sollen wir Ihnen helfen, Miranda?","7","3"
"MIRANDA","Nein, danke, es geht schon. Und? Niemand da, stimmt's?","7","-1"
"JUSTUS","Leider nein.","7","2"
"MIRANDA","Das geht jetzt schon seit Tagen so.","8","-1"
"JUSTUS","Was genau, Miranda?","8","2"
"BOB","Erzählen Sie uns bitte von Anfang an, was hier passiert ist und warum Sie uns","8","4"
"BOB","angerufen haben.","8","4"
"MIRANDA","Ich bin Illustratorin, aber gerade läuft es nicht so gut. Mein alter Freund","8","-1"
"MIRANDA","Miles Kendall hat mir daher angeboten, in dieses Haus zu ziehen. Ihm gehört","8","-1"
"MIRANDA","das ganze Anwesen. Er selbst wohnt mit mehreren Freunden unten auf","8","-1"
"MIRANDA","Desert View.","8","-1"
"JUSTUS","Aber weswegen wohnen Sie nicht auch dort?","8","2"
"MIRANDA","Miles und seine Freunde sind eine eingeschworene Gemeinschaft, und ich","8","-1"
"MIRANDA","mag dieses Haus hier.","8","-1"
"PETER","Das verstehe ich, es ist schön hier!","8","3"
"MIRANDA","Ja! Zwar ein bisschen einsam, aber ich kann ja jederzeit zu den anderen","8","-1"
"MIRANDA","gehen. Nur... letzte Woche ist es dann passiert.","8","-1"
"PETER","Was ist passiert?","8","3"
"MIRANDA","Seid mir nicht böse, ich muss mir schnell eine Zigarette anstecken. (mit der","8","-1"
"MIRANDA","Zigarette zwischen den Zähnen) Ich weiß, rauchen, jaja, aber mich macht die","8","-1"
"MIRANDA","ganze Sache so (bläst Rauch aus) fertig. Also, ich hatte schon geschlafen, als","8","-1"
"MIRANDA","mich plötzlich ein Geräusch geweckt hat. Es waren Schritte auf meiner","8","-1"
"MIRANDA","Veranda. Jemand ging vor meiner Tür auf und ab.","8","-1"
"JUSTUS","Haben Sie nachgesehen?","8","2"
"MIRANDA","Natürlich! Ich habe aus dem geöffneten Fenster geblickt, genau auf die","8","-1"
"MIRANDA","Veranda. Aber da war niemand.","8","-1"
"BOB","Und dann?","8","4"
"MIRANDA","In der zweiten Nacht war es genauso. Dann in der dritten habe ich wieder","8","-1"
"MIRANDA","Schritte gehört. Und diesmal habe ich aus dem Fenster etwas gesehen: einen","8","-1"
"MIRANDA","Mann. Er stand ganz still auf dem Pfad, der zu meinem Haus führt, und","8","-1"
"MIRANDA","schaute zu mir herauf. Es war das Unheimlichste, was ich jemals gesehen","8","-1"
"MIRANDA","habe.","8","-1"
"JUSTUS","Wie sah der Mann aus?","8","2"
"MIRANDA","Wisst ihr, woher der Dead Man's Canyon seinen Namen hat?","8","-1"
"PETER","Ja. John Dewey.","8","3"
"MIRANDA","Dann kennt ihr die Geschichte.","8","-1"
"BOB","Ja.","9","4"
"MIRANDA","Da draußen auf dem Pfad stand John Dewey.","9","-1"
"PETER & BOB","Was?","9","-1"
"MIRANDA","Ich habe ihn von einem Foto wiedererkannt. Ich habe solche Angst","9","-1"
"MIRANDA","bekommen, dass ich die Vorhänge zugezogen habe. Als ich mich traute,","9","-1"
"MIRANDA","wieder rauszuschauen, war er verschwunden.","9","-1"
"JUSTUS","Erzählen Sie weiter, Miranda!","9","2"
"MIRANDA","In der vierten Nacht geschah genau das gleiche. Nur, dass John Dewey näher","9","-1"
"MIRANDA","gekommen war. Das war gestern, danach habe ich euch angerufen.","9","-1"
"PETER","Dieser... dieser John Dewey soll hier angeblich herumspuken, ja?","9","3"
"MIRANDA","So ist es. Es heißt, er würde jene heimsuchen, die seinem Gold zu nahe-","9","-1"
"MIRANDA","kommen. Das ist es ja, was mich so beunruhigt! Denn schließlich wohne ich","9","-1"
"MIRANDA","in seinem Haus.","9","-1"
"BOB","Moment mal...","9","4"
"PETER","Dies... dies hier ist... John Deweys Haus?","9","3"
"MIRANDA","Exakt. Und habt ihr den knorrigen Baum unten an der Straße gesehen?","9","-1"
"BOB","Ja!","9","4"
"MIRANDA","Das ist der Baum, an dem John Dewey gehängt wurde.","9","-1"
"BOB","Nein!","9","4"
"PETER","(stöhnt)","9","3"
"MIRANDA","Ich hatte bisher keine Angst vor Geistern...","9","-1"
"JUSTUS","Miranda, es besteht absolut kein Grund zur Annahme, dass der Mann mit","9","2"
"JUSTUS","dem Hut etwas anderes war als genau das: ein Mann mit einem Hut.","9","2"
"MIRANDA","Ich verstehe das alles nicht. Immerhin wohne ich hier schon seit Monaten.","9","-1"
"MIRANDA","Die Vorfälle haben aber erst vor vier Tagen begonnen.","9","-1"
"PETER","Ja, und was ist mit Ihren Nachbarn auf Desert View? Haben die auch etwas","9","3"
"PETER","von dem Spuk bemerkt? Haben Sie mit Ihren Nachbarn gesprochen?","9","3"
"MIRANDA","Nein. Nur Barclay habe ich erzählt, dass ich euch gern treffen würde. Aber","9","-1"
"MIRANDA","ich habe ihm nicht gesagt, warum. Ich wollte auch nicht, dass die Leute da","9","-1"
"MIRANDA","unten denken, ich wäre verrückt oder sowas.","9","-1"
"JUSTUS","Wir werden auf jeden Fall mit den Bewohnern von Desert View sprechen.","9","2"
"JUSTUS","Schließlich kommen sie als Täter in Frage.","10","2"
"BOB","Ja. Wer wohnt denn alles dort unten?","10","4"
"MIRANDA","Miles ist der einzige, den ich gut kenne. Er ist der Mann auf dem Foto, da auf","10","-1"
"MIRANDA","dem Kaminsims. Mit ihm hätte ich vielleicht über alles gesprochen, aber er","10","-1"
"MIRANDA","ist zur Zeit auf den Bermudas.","10","-1"
"JUSTUS","Dann wohnt da noch Barclay, der Freund von meinem Onkel Titus.","10","2"
"MIRANDA","Ich verstehe mich gut mit ihm, aber sonderlich nahe stehen wir uns nicht.","10","-1"
"MIRANDA","Ansonsten ist da noch Holly, eine Frau, mit der ich mich nicht so gut","10","-1"
"MIRANDA","verstehe.","10","-1"
"PETER","Hm-hm.","10","3"
"BOB","Und was ist mit diesem Dusty?","10","4"
"MIRANDA","Ihr kennt ihn?","10","-1"
"PETER","Ja, wir sind ihm auf der Straße begegnet. Er hat uns den Weg hierher gezeigt.","10","3"
"MIRANDA","Ich mag Dusty, er ist sehr nett. Aber ich weiß nicht viel über ihn.","10","-1"
"BOB","Ja, er war ein bisschen merkwürdig.","10","4"
"MIRANDA","Ach, ihr meint bestimmt wegen ""Sniffer"". Ja, daran muss man sich","10","-1"
"MIRANDA","gewöhnen. Aber irgendwann glaubt man selbst, dass es Sniffer wirklich gibt.","10","-1"
"PETER","Das heißt, Dusty bildet sich seinen Hund nur ein.","10","3"
"MIRANDA","Hast du Sniffer etwa gesehen?","10","-1"
"PETER","(lacht)","10","3"
"BOB","Okay, also, ähm... Miles Kendall, Barclay, Holly und Dusty. Sind das alle, die","10","4"
"BOB","da unten wohnen?","10","4"
"MIRANDA","Dauerhaft, ja. Dusty hat gerade noch Besuch von seiner Enkelin Raven, aber","10","-1"
"MIRANDA","die reist bald wieder ab.","10","-1"
"JUSTUS","Sie haben Mr. Sobek vergessen, Miranda.","10","2"
"BOB","Aha? Wer ist Mr. Sobek?","10","4"
"JUSTUS","Keine Ahnung, aber Onkel Titus hat mir aufgetragen, ihn zu grüßen.","10","2"
"MIRANDA","(lacht) Stimmt, den hatte ich vergessen. Der ist auch ein uralter Freund von","10","-1"
"MIRANDA","Miles und lebt von allen wohl am längsten hier.","10","-1"
"JUSTUS","Hm. Naja, wir werden ihn und die anderen kennenlernen, wenn wir morgen","10","2"
"JUSTUS","auf Desert View mit den Bewohnern sprechen.","10","2"
"PETER","(gähnt) Jungs, langsam werde ich richtig müde.","11","3"
"MIRANDA","Ich habe euch das Gästezimmer nebenan vorbereitet. Zwei von euch müssen","11","-1"
"MIRANDA","sich ein breites Bett teilen, der dritte auf einer Matratze auf dem Boden","11","-1"
"MIRANDA","schlafen.","11","-1"
"BOB","Ach, das wird nicht nötig sein. Einer von uns wird gar nicht schlafen, sondern","11","4"
"BOB","Wache halten. Naja, damit wir den Mann auf frischer Tat ertappen, falls er","11","4"
"BOB","wieder auftauchen sollte.","11","4"
"REGIE","Musik","11","0"
"REGIE","Eine halbe Stunde später saß Peter im Gästezimmer in eine Decke gehüllt und","11","0"
"REGIE","blickte aus dem geöffneten Fenster. Justus und Bob waren eingeschlafen. Der","11","0"
"REGIE","zweite Detektiv hatte einen direkten Blick auf Desert View. Im bläulichen","11","0"
"REGIE","Licht des Pools schimmerte das Anwesen wie eine Fata Morgana. Dusty saß","11","0"
"REGIE","pfeiferauchend am Beckenrand, die Beine im Wasser. Dann tauchte eine","11","0"
"REGIE","junge Frau mit einer Gitarre auf. Das musste Dustys Enkelin Raven sein. Sie","11","0"
"REGIE","gesellte sich zum ihm und spielte ein Stück, das hier oben in Mirandas Haus","11","0"
"REGIE","noch leise zu hören war. Nach und nach verloschen die Lichter hinter den","11","0"
"REGIE","Scheiben.","11","0"
"REGIE","Gitarrenmusik","11","0"
"PETER","(gähnt)","11","3"
"REGIE","Musik","11","0"
"REGIE","Anhaltendes Sirenengeheul","11","0"
"BOB","Peter!","11","4"
"PETER","(verschlafen) Was?","11","3"
"BOB","Peter! Mensch!","11","4"
"PETER","Bob! Bob, was ist denn los?","11","3"
"BOB","Das ist eine Alarmanlage! Unten auf Desert View! Und du bist eingepennt.","11","4"
"JUSTUS","Schnell, wir müssen nachsehen, was da passiert ist!","11","2"
"PETER","Verstanden!","11","3"
"JUSTUS","Los!","11","2"
"BOB","Jaja.","11","4"
"JUSTUS","Kommt!","11","2"
"PETER","Moment, der Gürtel...","11","3"
"BOB","Komm jetzt!","12","4"
"REGIE","Schritte","12","0"
"MIRANDA","Was ist passiert, Jungs?","12","-1"
"JUSTUS","Später, Miranda. Kommt, Kollegen! Peter! Du links, ich geradeaus, und Bob","12","2"
"JUSTUS","rechts. Vielleicht erwischen wir jemanden. Los!","12","2"
"REGIE","Schritte, Keuchen","12","0"
"BOB","Hinter der Mauer! Schritte... Hinter dem Range Rover. Ich...","12","4"
"REGIE","(dumpfer Schlag, stöhnt und bricht zusammen)","12","0"
"REGIE","Sphärische Musik","12","0"
"HOLLY","(entfernt) Das habe ich mir gedacht!","12","-1"
"BARCLAY","(entfernt) Das darf doch nicht wahr sein!","12","1465"
"JUSTUS","(entfernt) Ich erkläre es Ihnen gerne noch einmal, Madam. Sie täuschen sich!","12","2"
"JUSTUS","Wir sind hierhergekommen, weil wir den Alarm von Miranda Kramers Haus","12","2"
"JUSTUS","aus gehört haben. Da können wir ihn wohl kaum selbst ausgelöst haben.","12","2"
"HOLLY","(entfernt) Ich glaube euch kein Wort!","12","-1"
"PETER","(entfernt) Bob! (normal) Bob! Bob! Wach auf! Komm zu dir!","12","3"
"BOB","(stöhnt)","12","4"
"PETER","Bob, Bob, alles in Ordnung?","12","3"
"BOB","Einigermaßen. (stöhnt) Mir hat jemand von hinten eins übergebraten. War","12","4"
"BOB","ich lange weg?","12","4"
"PETER","Höchstens eine Minute.","12","3"
"BOB","Na, das geht ja.","12","4"
"BARCLAY","Warum schleicht ihr hier mitten in der Nacht herum?","12","1465"
"JUSTUS","Aber das habe ich Ihnen doch schon gesagt.","12","2"
"DUSTY","Das sind doch die Jungen, die ich heute abend auf der Straße getroffen habe.","12","-1"
"JUSTUS","Dusty! Könnten Sie Ihre Mitbewohner bitte über die Redlichkeit unserer","12","2"
"JUSTUS","Absichten aufklären?","12","2"
"DUSTY","Das sind drei ganz nette Burschen!","12","-1"
"JUSTUS","Da!","12","2"
"DUSTY","Ich habe ihnen den Weg hierher gezeigt und äh...","13","-1"
"HOLLY","Du hast den Einbrechern auch noch gezeigt, wo sie hin müssen?","13","-1"
"DUSTY","Ach, das sind doch bestimmt keine Einbrecher, Holly. Sniffer kann böse","13","-1"
"DUSTY","Menschen nicht leiden, der hätte gebellt! Nicht wahr, Sniffer?","13","-1"
"HOLLY","(abschätziger Laut)","13","-1"
"DUSTY","Außerdem sind sie Gäste von Miranda!","13","-1"
"HOLLY","Dass ich nicht lache, das kann ja jeder behaupten! Wo ist die überhaupt?","13","-1"
"HOLLY","Habt ihr sie etwa überfallen oder sowas?","13","-1"
"BARCLAY","Gäste von Miranda? Dann bist du der Neffe von Titus!","13","1465"
"JUSTUS","Ja, stimmt! Und das sind meine Freunde Peter Shaw und Bob Andrews.","13","2"
"BOB","Ja!","13","4"
"PETER","Hallo!","13","3"
"BARCLAY","Barclay, hallo! Ich kenne deinen Onkel schon seit vielen, vielen Jahren.","13","1465"
"BARCLAY","Holly, du kannst deinen Holzprügel fallen lassen. Diese drei Jungen sind","13","1465"
"BARCLAY","bestimmt keine Einbrecher, das sind Detektive!","13","1465"
"HOLLY","Dass ich nicht lache! Wer soll denn den Alarm ausgelöst haben, wenn nicht","13","-1"
"HOLLY","diese drei Burschen hier?","13","-1"
"BOB","Ich habe jemanden gehört! Er hatte sich in der Nähe der Mauer versteckt,","13","4"
"BOB","aber dann hat er sich hinter dem Range Rover auf die Lauer gelegt und mich","13","4"
"BOB","von hinten niedergeschlagen.","13","4"
"HOLLY","(lacht verächtlich auf) Ich habe dir eins übergezogen, du Trottel!","13","-1"
"BOB","Was?","13","4"
"BARCLAY","Holly!","13","1465"
"HOLLY","Und ich würde es jederzeit wieder tun.","13","-1"
"BOB","Sie haben sich wirklich hinter dem Range Rover versteckt?","13","4"
"HOLLY","Nein. Nachdem der Alarm losging, habe ich mich bewaffnet, bin durchs Tor","13","-1"
"HOLLY","geschlichen und habe an der Mauer auf dich gewartet.","13","-1"
"BOB","Na also! Dann hatte sich der wahre Einbrecher hinter dem Range Rover","13","4"
"BOB","versteckt. Haben Sie den denn nicht gesehen?","13","4"
"HOLLY","Dich habe ich gesehen!","13","-1"
"BARCLAY","Jetzt beruhigt euch doch! Ich glaube, der Fall ist klar: Jemand hat versucht,","14","1465"
"BARCLAY","hier einzubrechen, Bob hat den Einbrecher hinter dem Auto gesehen...","14","1465"
"BOB","Genau!","14","4"
"BARCLAY","... Holly hat leider den Falschen niedergeschlagen, ...","14","1465"
"BOB","So ist es!","14","4"
"BARCLAY","... was ihr bestimmt leidtut, nicht wahr?","14","1465"
"HOLLY","Gar nichts tut mir Leid. Gute Nacht.","14","-1"
"BARCLAY","Es tut ihr Leid, Bob. Ganz sicher!","14","1465"
"BOB","Davon merke ich aber nichts.","14","4"
"BARCLAY","Und wir sollten auch alle wieder ins Bett gehen. Aber kommt doch morgen","14","1465"
"BARCLAY","zum Frühstück vorbei als kleine Wiedergutmachung.","14","1465"
"JUSTUS","Gern. Das machen wir, Barclay. Gute Nacht. Aber vergessen Sie nicht, die","14","2"
"JUSTUS","Alarmanlage wieder einzuschalten.","14","2"
"BARCLAY","Ich habe sie gar nicht ausgeschaltet. Die Sirene hört nach zwei Minuten von","14","1465"
"BARCLAY","alleine auf. (gähnt) Gute Nacht.","14","1465"
"JUSTUS, PETER & BOB","Gute Nacht.","14","-1"
"JUSTUS","Kommt, Kollegen. Und nun zu dir, Zweiter.","14","2"
"PETER","Ja, ich weiß, ich bin eingeschlafen, sorry! Ich war einfach müde!","14","3"
"JUSTUS","Das war überaus unprofessionell von dir!","14","2"
"PETER","Ich weiß! Aber ändern lässt es sich sowieso nicht mehr.","14","3"
"JUSTUS","Darüber werden wir morgen noch mal reden!","14","2"
"REGIE","Musik","14","0"
"REGIE","Am nächsten Morgen waren die drei Detektive auf dem Weg zu ihrer","14","0"
"REGIE","Frühstückseinladung. Auf dem Pfad zum Eingangstor suchten sie den Boden","14","0"
"REGIE","nach Spuren des nächtlichen Einbrechers ab, fanden jedoch nichts. Als sie um","14","0"
"REGIE","die Mauerecke kamen, trat gerade Dusty aus dem Tor und ging zu seinem","14","0"
"REGIE","Range Rover.","14","0"
"DUSTY","Morgen, Jungs! Ich fahre nach Oro Valley zum Einkaufen, aber in zwei","14","-1"
"DUSTY","Stunden bin ich ja wieder da.","14","-1"
"BOB","Alles klar!","14","4"
