"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei    ???     - Der    finstere      Rivale","1","0"
"REGIE","- edited by basserin© -","1","0"
"REGIE","Titelmusik","1","0"
"Computerstimme 1","Drei, zwo, eins, los! Autogeräusche, Blacky krächzt","1","-1"
"Peter","lacht Schneller, Justus, schneller! Nun drück schon aufs Gas, los doch!","1","3"
"Justus","verächtlich Ach!","1","2"
"Bob","Hi, Leute! Türklappen Was denn hier los?","1","4"
"Peter","Spielhölle. lacht Justus versagt beim Autorennen auf ganzer Linie.","1","3"
"Justus","ärgerlich Gar nicht wahr!","1","2"
"Peter","Doch!","1","3"
"Bob","ungeduldig Ich will auch mal!","1","4"
"Peter","Ja klar. Dauert nicht mehr lange, Justus ist bestimmt gleich fertig.","1","3"
"Justus","beleidigt Witzbold!","1","2"
"Bob","Äh, bevor ichs vergesse, Just, an der Straße direkt, äh, äh, vor dem roten Tor","1","4"
"Bob","zum Schrottplatz, da steht so'n alter, brauner Koffer. Ähm, ich wär fast über den","1","4"
"Bob","gestolpert, gehört das Ding vielleicht zu euch?","1","4"
"Justus","abgelenkt Hä?","1","2"
"Bob","Ich dachte, vielleicht hat dein Onkel Titus ihn dort abgestellt und ihn sämtlich","1","4"
"Bob","vergessen.","1","4"
"Justus","gehetzt Nicht, daß ich wüßte. Ist was drin?","1","2"
"Bob","Keine Ahnung, ich hab ihn nicht aufgemacht.","1","4"
"REGIE","lacht","1","0"
"Justus","Wenn er morgen früh immernoch da steht, frage ich Tante Mathilda.","1","2"
"Bob","OK.","1","4"
"REGIE","Fahrgeräusche, Krachen","1","0"
"REGIE","lacht lauter","1","0"
"Bob, Justus","Au! Oh!","1","-1"
"Justus","Ach, verdammt!","1","2"
"Computerstimme 2","Game over!","1","-1"
"Peter","Sag ich doch, Justus, du hast keine Chance.","1","3"
"REGIE","lacht","1","0"
"Peter","Na los, Bob, zeig du, was du kannst.","1","3"
"Bob","Na, dann mach mal Platz. Umräumen, Computerstimme 1 Gib mal den","1","4"
"Bob","Joystick...so. Ich werd dir mal zeigen, wo der Hammer hängt hier.","1","4"
"Peter, Justus","freuen sich So! Haha!","1","-1"
"REGIE","Spielgeräusche","2","0"
"Peter","ungeduldig Los!","2","3"
"Bob","Jaa!","2","4"
"Peter","Na los, gib schon Gas!","2","3"
"Bob","Na, guck dir das mal an.","2","4"
"Peter","Bob, drück auf die Tube!","2","3"
"Bob","Ja, na mach ich doch! Das ist gar nicht so einfach.","2","4"
"REGIE","lacht","2","0"
"REGIE","Spielgeräusche","2","0"
"Erzähler","Die drei Fragezeichen spielten den ganzen Abend. Bei jedem Rennen war Peter","2","574"
"Erzähler","seinen Kollegen um eine Nasenlänge voraus und verteidigte eisern den ersten","2","574"
"Erzähler","Platz. Es wurde spät und später. Schließlich, kurz vor Mitternacht, quälte sich","2","574"
"Erzähler","Bob aus dem Stuhl und reckte sich.","2","574"
"Bob","Ok, mir reichts, Kollegen. Ich fahr jetzt nach Hause. Mann, es ist schon wieder so","2","4"
"Bob","spät. Kommst du mit, Peter?","2","4"
"Peter","gähnt Ja.","2","3"
"Bob","Ja?","2","4"
"Peter","Auf jeden Fall, ich komm jetzt mit. Gibst du mir mal meine Jacke?","2","3"
"Bob","Hier.","2","4"
"Peter","Danke. Also, Justus, mach nicht mehr so lange, ja?","2","3"
"Justus","abgelenkt Hm?","2","2"
"Peter","Du setzt dabei nur Speck an.","2","3"
"Bob","Ja. beide lachen Gute Nacht, Erster!","2","4"
"Justus","Ja, Nacht, ihr beiden.","2","2"
"Peter","Gute Nacht.","2","3"
"REGIE","Schritte, Atmen","2","0"
"Bob","Frische Luft tut gut, hä? Wieviele Stunden haben wir jetzt vorm PC gesessen?","2","4"
"Peter","überlegt Äh...Ja, auf jeden Fall zu lange.","2","3"
"Bob","Viel zu lange.","2","4"
"REGIE","Knall, erschrockenes Aufatmen","2","0"
"Peter","Hast du das gehört?","2","3"
"Bob","Ich bin ja nicht taub.","2","4"
"Peter","Was war denn das?","2","3"
"Bob","Weiß ich nicht. Es kam von da drüben, oder?","2","4"
"REGIE","Poltern, eine Katze maunzt","2","0"
"Peter","Hach, nur ne Katze.","2","3"
"Bob","atmet erleichtert auf Komm jetzt. Ich bin hundemüde.","2","4"
"REGIE","Knall","2","0"
"Peter","Bob! Sie doch!","2","3"
"Bob","verwirrt Was war denn das nun wieder?","3","4"
"Peter","Auf jeden Fall keine Katze. Da flog irgendwas über den Zaun und ist auf dem","3","3"
"Peter","Boden gelandet.","3","3"
"Bob","Scht! Sei mal still!","3","4"
"REGIE","schnelle Schritte","3","0"
"Peter","flüstert Da ist jemand auf der anderen Seite vom Zaun.","3","3"
"Bob","flüstert auch Ja. Komm mit.","3","4"
"REGIE","schleichende Schritte","3","0"
"Peter","flüstert Und?","3","3"
"Bob","flüstert Da ist ein Mann. Er verschwindet gerade da hinten um die Ecke.","3","4"
"Peter","flüstert lauter Wer kann denn das gewesen sein?","3","3"
"Bob","flüstert Kopf runter! Ein Auto nähert sich. Ein roter Plymouth. Die Scheinwerfer","3","4"
"Bob","sind aus. Ich glaub, da sitzt ein blonder Mann am Steuer. Ha! Du, weißt du was?","3","4"
"Peter","flüstert Was?","3","3"
"Bob","flüstert Der verfolgt unseren unbekannten Fußgänger.","3","4"
"Peter","Ob das was mit diesem Ding zu tun hat, das über den Zaun geflogen ist? Was","3","3"
"Peter","war denn das eigentlich?","3","3"
"Bob","Keine Ahnung. Sehen wir doch nach, hä?","3","4"
"Peter","Da liegt es.","3","3"
"Bob","Es ist ein Koffer. Um genau zu sein, der Koffer.","3","4"
"Peter","Der Koffer?","3","3"
"Bob","ungeduldig Jaa, der Koffer, der schon vor dem Tor stand, als ich heute abend","3","4"
"Bob","ankam. Man muß kein Detektiv sein, um sich ausmalen zu können, was passiert","3","4"
"Bob","ist. Ja, jemand sah den Koffer am Zaun stehen und hat ihn dann rübergeworfen,","3","4"
"Bob","Punkt.","3","4"
"Peter","ratlos Na, ich glaube, wir bringen das Ding am Besten zu Justus. Das wird ihn","3","3"
"Peter","bestimmt interessieren.","3","3"
"Bob","Hm, einverstanden. Gut.","3","4"
"REGIE","Schritte, Ächzen, Türklopfen, Tür quietscht","3","0"
"REGIE","erschreckt sich fast zu Tode","3","0"
"Bob","Sag mal, was ist denn in dich gefahren, Just? Du bist doch sonst nicht so","3","4"
"Bob","schreckhaft.","3","4"
"Justus","stammelt Ich, ähm...also...","3","2"
"Peter","Sag mal, was treibst du denn da am Bildschirm, Erster? Laß mal sehen...","3","3"
"Justus","betreten Das, äh, also, ähm, das ist nur... ich, ich wollte lediglich sehen, ob das","3","2"
"Justus","Spiel vielleicht einen... einen Fehler in der Programmierung hat.","3","2"
"Peter","Ich glaubs nicht. lacht Bob? Siehst du, was das ist?","3","3"
"Bob","Nee. Ehrlich gesagt nicht.","3","4"
"Peter","Ich kanns dir sagen.","3","3"
"Bob","Was denn?","4","4"
"Peter","betont Justus hat gerade versucht, zu schummeln.","4","3"
"Bob","fassungslos Was?!","4","4"
"Peter","triumphierend Ja-ha-ha. Er wollte den Highscore knacken. Aber nicht, indem er","4","3"
"Peter","das Rennen gewinnt, sondern indem er einfach in das Programm reingeht und","4","3"
"Peter","seinen Namen auf Platz eins einträgt.","4","3"
"Justus","Äh, jetzt, äh-","4","2"
"Bob","Das ist ja nicht zu fassen! Dein Ehrgeiz hat dich soweit zerfressen, daß du nicht","4","4"
"Bob","einmal bei einem harmlosen Computerspiel mehr verlieren kannst, oder was?","4","4"
"Peter","Ist ja unglaublich!","4","3"
"Justus","Jetzt hört schon auf! Warum... warum seid ihr überhaupt zurückgekommen? Was","4","2"
"Justus","ist das da für ein Koffer, Bob?","4","2"
"Bob","Ach, äh, so'n Trottel hat den Koffer über den Zaun geworfen.","4","4"
"Justus","Ja, und?","4","2"
"Peter","Hm. Ja, gehört das Ding Onkel Titus?","4","3"
"Justus","Hm... Nicht, daß ich wüßte. Was ist drin?","4","2"
"Bob","Keine Ahnung.","4","4"
"Justus","Soll das heißen, ihr habt noch nicht reingesehen?","4","2"
"Bob","genervt Nein.","4","4"
"Peter","Also, du hättest es uns doch nie verziehen, wenn wir den Koffer ohne dein","4","3"
"Peter","Beisein geöffnet hätten.","4","3"
"Justus","Das stimmt. eifrig Gib doch mal her. Kramen, Leder quietscht, Stöhnen Richtig","4","2"
"Justus","schwer ist er ja nicht... Hm. Ein mickriger Verschluß. Braune Außenhülle. Rissig.","4","2"
"Justus","Ausgebeult. Ok, Kollegen, letzte Wetten werden angenommen. Was, glaubt ihr,","4","2"
"Justus","ist in dem Koffer?","4","2"
"Bob","Ähm, schmutzige Wäsche.","4","4"
"REGIE","lacht","4","0"
"Justus","Ich sage... ein Haufen Geld.","4","2"
"Peter","Zombievideos. Also gut, wer am nächsten dran ist, kriegt von den anderen ein","4","3"
"Peter","Eis spendiert, ja?","4","3"
"Bob","Ok.","4","4"
"Justus","freudig Ja. Also dann.","4","2"
"Justus","Knacken von Schlössern, allgemeines Staunen","4","2"
"Peter","Das ist doch...","4","3"
"Bob","Das ist ja...das ist unglaublich.","4","4"
"Justus","Äh, Kollegen, mir scheit, ich habe die Wette glasklar gewonnen.","4","2"
"REGIE","Musik setzt ein","4","0"
"Peter","erstaunt Gebündelte Hundert-Dollar-Noten!","4","3"
"Justus","Laut Banderolenaufschrift fünfzig Scheine in einem Bündel, macht... macht","4","2"
"Justus","fünftausend Dollar pro Bündel. Wie viele sind es?","5","2"
"REGIE","Blättern, Spannungsmusik","5","0"
"Bob","flüstert Das ist ja nicht zu fassen!","5","4"
"Peter","zählt Drei, vier, fünfunddreißig, sechs... genau vierzig.","5","3"
"REGIE","atmet erschreckt auf","5","0"
"Bob","überlegt Vierzig, vierzig, vierzig... Ja, dann sind das, dann sind das","5","4"
"Bob","zweihunderttausend Dollar! Das ist doch Wahnsinn! Wer hat denn soviel Geld?","5","4"
"Peter","Ja, und vor allem, wieso fliegt es über den Zaun auf unseren Schrottplatz?","5","3"
"Bob","entrüstet Der Koffer stand stundenlang an der Straße, einfach so. Den hätte jeder","5","4"
"Bob","mitnehmen können.","5","4"
"Justus","Das ist aber nicht passiert. Stattdessen hat ihn jemand über den Zaun geworfen.","5","2"
"Justus","Ist das nicht merkwürdig? Würdet... würdet ihr einen Koffer, in dem sich","5","2"
"Justus","ganz offensichtlich etwas befindet, einfach so auf ein fremdes Grundstück","5","2"
"Justus","werfen? Ohne vorher nachzusehen, was drin ist?","5","2"
"Bob","Also, ich vielleicht nicht, und du bestimmt auch nicht, Erster, aber es ist ja nicht","5","4"
"Bob","jeder so neugierig wie wir.","5","4"
"Peter","Also, wie dem auch sei, jedenfalls liegen hier zweihunderttausend Dollar auf","5","3"
"Peter","unserem Schreibtisch!","5","3"
"Bob","Das ist unglaublich!","5","4"
"Peter","Aber bringen wir das Geld nun zur Polizei? Oder... lacht ...setzen wir uns nach","5","3"
"Peter","Südamerika ab?","5","3"
"Bob","Also Peter! lacht","5","4"
"Justus","Mit der Polizei sollten wir bis morgen warten. Ich werde jedenfalls nicht Inspektor","5","2"
"Justus","Cottas heiligen Zorn auf mich ziehen, indem ich ihn mitten in der Nacht anrufe.","5","2"
"Peter","Ja, wir können den Koffer hier nicht einfach stehen lassen, das ist viel zu riskant!","5","3"
"Bob, Justus","Ja.","5","-1"
"Justsu","Ja, da geb ich dir Recht. Dann werd ich ihn eben mit auf mein Zimmer nehmen.","5","2"
"Justsu","Munter Die Gefahr, daß er unter meinem Bett gestohlen wird, während ich","5","2"
"Justsu","drinliege, ist denkbar gering. Morgen früh werden wir dann...","5","2"
"REGIE","schreit auf","5","0"
"Bob","Was ist denn nun schon wieder los, Peter?","5","4"
"Peter","N-nichts. Nichts, ich... ich dachte, ich hätte etwas am Fenster gesehen.","5","3"
"Justus","Was soll das gewesen sein?","5","2"
"Peter","zögernd Keine Ahnung. 'N Schatten oder so. Oder bloß wieder ne Katze.","5","3"
"Bob","Ja, vielleicht sind deine Nerven einfach etwas überreizt.","5","4"
"Peter","Ja, wen wunderts auch?! Wenn zweihunderttausend Dollar vor mir liegen, dann","5","3"
"Peter","sind meine Nerven immer überreizt. Jedes Mal!","5","3"
"Bob","Ach wirklich?","5","4"
"Peter","Ja...","5","3"
"Justus","Ja, und deshalb sollten wir jetzt schlafen gehen. Kommt. Morgen früh gehen wir","6","2"
"Justus","frisch und ausgeruht auf Polizeipräsidium, liefern den Koffer ab und sehen, ob","6","2"
"Justus","uns noch etwas zu diesem roten Straßenkreuzer und dem unbekannten","6","2"
"Justus","Fußgänger eingefallen ist.","6","2"
"Peter","erleichtert Ja, das ist ein Wort. Also dann zum zweiten Mal gute Nacht, Just. Und","6","3"
"Peter","vergiß den Koffer nicht, ja? Die Zentrale ist nicht einbruchssicher.","6","3"
"Justsu","lacht Keine Sorge.","6","2"
"Bob","Dann wünsch ich dir süße Träume.","6","4"
"REGIE","lacht","6","0"
"Justus","Mit soviel Geld unter dem Bett werd ich die bestimmt haben. Gute Nacht!","6","2"
"Peter, Bob","Gute Nacht!","6","-1"
"REGIE","Musik","6","0"
"Erzähler","Im Nachhinein konnte Justus nicht mehr sagen, was ihn geweckt hatte. Es war","6","574"
"Erzähler","noch tiefste Nacht. Irgendetwas stank entsetzlich, und ein rötlicher Widerschein","6","574"
"Erzähler","drang durch die Vorhänge. Und dann war da dieses fremdartige Geräusch.","6","574"
"Erzähler","Feuer! Etwas brannte auf dem Schrottplatz und spie tiefschwarze, stinkende","6","574"
"Erzähler","Rußwolken in den Nachthimmel. Plötzlich wurde die Tür aufgerissen und Onkel","6","574"
"Erzähler","Titus stürzte ins Zimmer.","6","574"
"REGIE","Schritte, Türquietschen","6","0"
"Titus","ruft Justus, komm runter, es brennt! Nun mach schon!","6","-1"
"REGIE","Musik, Schritte, Stöhnen","6","0"
"Justus","Ja! schütteln Sofort, Onkel! Ich komme!","6","2"
"Titus","Jemand hat den Stapel der Autoreifen angezündet.","6","-1"
"Justus","Was? Oh! Wenn...wenn der umkippt, brennt unsere Zentrale!","6","2"
"Titus","Ich hole den Schlauch.","6","-1"
"Justus","schreit Beeilung, Onkel, Alarmstufe Rot!","6","2"
"Titus","Zur Seite, Junge!","6","-1"
"Justus","Wasser marsch!","6","2"
"REGIE","Wasser spritzt","6","0"
"Justus","hustend, ungeduldig Ziel auf die Flammen, Onkel!","6","2"
"Titus","Ja doch!","6","-1"
"Erzähler","Obwohl der Druck aus dem Schlauch nicht besonders groß war, gelang es den","6","574"
"Erzähler","beiden, den Brand nach einigen Minuten einzudämmen. Die Flammen wurden","6","574"
