"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei ???   - Geisterbucht      (150)","1","0"
"REGIE","+++ Hörspielskript von Markus L. +++","1","0"
"REGIE","Hier geht es zu Teil B: Flammendes Wasser","1","0"
"REGIE","Hier geht es zu Teil C: Der brennende Kristall","1","0"
"REGIE","Teil A: Rashuras Schatz","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Fahrender Fahrstuhl; Klingel; Fahrstuhltür öffnet sich","1","0"
"Bob","So, da bin ich mal gespannt! Äh, sitzt meine Krawatte?","1","4"
"Peter","Hey! Hey, warte! Justus!","1","3"
"Justus","Hm?","1","2"
"Peter","Da warten schon zwei Männer auf dem Flur.","1","3"
"Bob","Ja!","1","4"
"Justus","Das klärt sich gleich Peter. Los, komm! (Schritte; räuspert sich) Guten Tag!","1","2"
"Justus","Ähm, warten sie auf die Testamentseröffnung von Mister Shreber?","1","2"
"Miles Dempster","Wer seid ihr? Was geht euch das an? Was habt ihr hier zu suchen?","1","1172"
"Peter","Äh...","1","3"
"Justus","Justus Jonas, Peter Shaw...","1","2"
"Peter","Hallo!","1","3"
"Justus","...und Bob Andrews. Wir sind von der Notarin eingeladen worden.","1","2"
"Miles Dempster","Warum das denn? Was habt ihr mit meinem Schwiegervater zu schaffen?","1","1172"
"Miles Dempster","Verschwindet!","1","1172"
"Peter","Äh, Moment mal...","1","3"
"Justus","Wie bitte? Wir haben hier einen Termin und gedenken ihn wahrzunehmen. (Tür","1","2"
"Justus","wird geöffnet) Es tut mir leid wenn ihnen das nicht gefällt, aber wir...","1","2"
"Carla Fenton","Mister Andrews,...","1","1176"
"Bob","Ja!","1","4"
"Carla Fenton","...Mister Dempster,...","1","1176"
"Miles Dempster","Mhm!","2","1172"
"Carla Fenton","...Mister Jonas,...","2","1176"
"Justus","Ja?","2","2"
"Carla Fenton","...Mister Mason und Mister Shaw?","2","1176"
"Peter","Ja!","2","3"
"Carla Fenton","Guten Tag! Mein Name ist Carla Fenton. Bitte kommen sie doch herein.","2","1176"
"Peter","Danke!","2","3"
"Miles Dempster","Wie? Sie haben diese Jungen eingeladen? (Schritte) Was für 'n verdammtes","2","1172"
"Miles Dempster","Spiel wird hier gespielt?","2","1172"
"Carla Fenton","Diese Jungen wurden im Testament ihres Schwiegervaters explizit genannt","2","1176"
"Carla Fenton","Mister Dempster. Bitte kommen sie doch herein. Es wird sich alles klären.","2","1176"
"Peter","Dankeschön!","2","3"
"Bob","Danke! (Tür wird geschlossen)","2","4"
"Carla Fenton","Setzen sie sich doch bitte. (angestrengte Laute beim Hinsetzen) Ich begrüße","2","1176"
"Carla Fenton","sie zur Testamentseröffnung des Verstorbenen Mister Harry Shreber.","2","1176"
"Justus","Mhm!","2","2"
"Carla Fenton","Sie alle wurden im Testament von Mister Shreber namentlich aufgeführt.","2","1176"
"Bob","Mhm!","2","4"
"Carla Fenton","Ich verlese nun das Testament in seinem genauen Wortlaut.","2","1176"
"Bob","Gut! (Umschlag wird geöffnet; Flüstern im Hintergrund; Papier raschelt)","2","4"
"Carla Fenton","(liest vor) ""Ich, Harry Shreber, verfüge im Vollbesitz meiner geistigen Kräfte","2","1176"
"Carla Fenton","folgendes: Meinem Sekretär Frank Mason vererbe ich als Dank für seine treuen","2","1176"
"Carla Fenton","Dienste tausend Dollar, die ihm bei der Testamentseröffnung bar auszuzahlen","2","1176"
"Carla Fenton","sind und die ich diesem Umschlag beilege. Danke für deine Hilfe Frank!""","2","1176"
"Peter","Hm! (Frank Mason räuspert sich)","2","3"
"Carla Fenton","(liest weiter) ""Mein Haus und mein gesamtes restliches Barvermögen vererbe","2","1176"
"Carla Fenton","ich, weil es ja verdammt nochmal sein muss, meinem Schwiegersohn Miles","2","1176"
"Carla Fenton","Dempster,... (Miles Dempster räuspert sich) der das Geld bis zur Volljährigkeit","2","1176"
"Carla Fenton","meines Enkels gefälligst anständig zu verwalten hat. (Miles Dempster lacht)","2","1176"
"Carla Fenton","Außerdem bekommt er die gesamte Möblierung des Hauses und allen Plunder,","2","1176"
"Carla Fenton","den ich in den letzten Tagen zusammengetragen habe. Viel Spaß beim","2","1176"
"Carla Fenton","entrümpeln Miles! (Peter lacht) Vielleicht ist mein Sekretär Frank Mason bereit","2","1176"
"Carla Fenton","dir bei der Organisation zu helfen. Er ist ein Genie in solchen Dingen.""","2","1176"
"Miles Dempster","Ach!","2","1172"
"Carla Fenton","(liest weiter) ""Justus Jonas, Peter Shaw und Bob Andrews...""","2","1176"
"Peter","Mhm!","2","3"
"Carla Fenton","(liest weiter) ""...vom Detektivbüro Die drei Fragezeichen...""","3","1176"
"Bob","Ja?","3","4"
"Carla Fenton","(liest weiter) ""...aus Rocky Beach vererbe ich den Inhalt des beiliegenden","3","1176"
"Carla Fenton","Briefumschlages.""","3","1176"
"Peter","He!","3","3"
"Justus","Ach!","3","2"
"Miles Dempster","Detektivbüros? (lacht) Was ist das denn für ein Blödsinn? Und was ist das für 'n","3","1172"
"Miles Dempster","Umschlag? Ich will sehen was da drin ist.","3","1172"
"Carla Fenton","Ausgeschlossen!","3","1176"
"Peter","Nein!","3","3"
"Carla Fenton","Wenn die Jungen ihnen den Inhalt zeigen wollen ist das eine andere Sache,","3","1176"
"Carla Fenton","aber es gehört nicht zu den Dingen über die sie verfügen können.","3","1176"
"Miles Dempster","Das werden wir ja sehen. Ich sag ihnen eins Mädchen (steht auf) Ich bin daran","3","1172"
"Miles Dempster","gewöhnt meinen Willen durchzusetzen, ist das klar?","3","1172"
"Carla Fenton","Mister Dempster ich bin Notarin und nicht ihr Mädchen. Und ihr Wille","3","1176"
"Carla Fenton","interessiert mich erst wenn es ihr letzter ist. Nehmen sie das Erbe an oder","3","1176"
"Carla Fenton","nicht?","3","1176"
"Miles Dempster","Muss ich ja wohl wenn's für den Jungen ist. (Stühle rücken) Jaja, schon gut! Äh,","3","1172"
"Miles Dempster","sie da! Mason! Sie kriegen den Auftrag den gesamten Krempel aus dem Haus","3","1172"
"Miles Dempster","zu verkaufen. Haben sie gehört?","3","1172"
"Frank Mason","Für sie Mister Mason Dempster! Ich war der Sekretär ihres Schwiegervaters.","3","1171"
"Frank Mason","Das macht mich nicht zu ihrem Leibeigenen.","3","1171"
"Miles Dempster","Aber das... das ist ja... Also mir reicht's jetzt! (Schritte; Tür wird geöffnet und","3","1172"
"REGIE","geschlossen)","3","0"
"Justus","Ho!","3","2"
"Bob","Ja, das war ja ein richtig erfreulicher Zeitgenosse.","3","4"
"Peter","Hm!","3","3"
"Carla Fenton","Ja, so etwas kommt leider immer wieder vor.","3","1176"
"Peter","Mh!","3","3"
"Carla Fenton","Also, hier ist euer Briefumschlag.","3","1176"
"Justus","Oh! (Peter lacht)","3","2"
"Bob","Sehr schön! Da bin ich mal gespannt.","3","4"
"Peter","Ich auch!","3","3"
"Justus","Danke! (Umschlag wird geöffnet)","3","2"
"Peter","Beeil dich mal! Na, Justus? Na sag schon! Haben wir 'ne Million geerbt? (lacht)","4","3"
"Justus","(ächzt) Nein! Keine Millionen...","4","2"
"Bob","Oh!","4","4"
"Peter","Hm!","4","3"
"Justus","...sondern ein Rätsel.","4","2"
"Bob","Was?","4","4"
"Peter","Wie, 'n Rätsel?","4","3"
"Justus","Ja! Hör zu! (liest vor) ""Liebe drei Fragezeichen! Wahrscheinlich werdet ihr trotz","4","2"
"Justus","eurer unbestreitbaren Berühmtheit nicht oft zu Testamentseröffnungen","4","2"
"Justus","wildfremder Leute eingeladen, aber ich habe von meinem Freund Ben Peck,","4","2"
"Justus","der ja Peters Großvater ist, viel Gutes über euch gehört und glaube, dass ihr","4","2"
"Justus","die Richtigen seid um einen Fehler wieder gut zu machen, der vor vielen Jahren","4","2"
"Justus","begangen wurde. Es wird allerdings nicht leicht. Um meine Feinde zu verwirren","4","2"
