"Speaker","Text","Page","speaker_id"
"REGIE","Die drei ???   - Die sieben  Tore","1","0"
"REGIE","- Hörspielskript von Lesley und Pyramus -","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Grillengezirp, Schritte, 2 Mal Türklingeln, gedämpfte Schritte, Tür wird","1","0"
"REGIE","geöffnet","1","0"
"Albert","Sie wünschen?","1","753"
"Justus","Guten Abend, Sir. Mein Name ist Justus Jonas. Ich bin mit Mr. Carter","1","2"
"Justus","verabredet.","1","2"
"Albert","Ich bin Albert, sein Butler. Treten Sie ein.","1","753"
"Justus","Ja, danke.","1","2"
"REGIE","Schritte, Tür wird zugeknallt","1","0"
"Justus","(erstaunt) Wow. Dieses Haus ist ja großartig. Beinahe unheimlich.","1","2"
"REGIE","Schritte","1","0"
"Justus","Äh, hey! Wo gehen Sie den hin?","1","2"
"Albert","Folgen Sie mir.","1","753"
"REGIE","(angestrengte Laute, Schritte)","1","0"
"Albert","Mr. Carter erwartet Sie in diesem Zimmer.","1","753"
"Justus","Aha.","1","2"
"Albert","Wenn Sie mich entschuldigen würden.","1","753"
"REGIE","Schritte","1","0"
"Carter","(gedämpft) Treten Sie ein!","1","2210"
"REGIE","Schritte","1","0"
"Justus","Äh, wo, wo sind Sie? Man sieht ja kaum die Hand vor den Augen.","1","2"
"Carter","Hier. Hinter'm Schreibtisch. Komm näher. Setz dich!","1","2210"
"Justus","(Atmen, setzt sich) Danke.","1","2"
"Carter","Willkommen, Justus Jonas.","1","2210"
"REGIE","(verunsichertes Zustimmen)","1","0"
"Carter","Du bist also der Anführer der drei Detektive aus Rocky Beach.","2","2210"
"Justus","So ist es. Darf ich ihnen unsere Karte geben. Es ist zwar sehr dunkel hier","2","2"
"Carter","Das schwache Licht genügt mir. Ich habe gute Augen. (Karte wird","2","2210"
"Carter","genommen) Ah ja, die drei Detektive. Drei ???. Wir übernehmen jeden","2","2210"
"Carter","Fall. Erster Detektiv: Justus Jonas.","2","2210"
"Justus","Ja.","2","2"
"Carter","Zweiter Detektiv: Peter Shaw. Recherchen und Archiv: Bob Andrews.","2","2210"
"Carter","Mmh.","2","2210"
"Justus","Und, äh, Sie sind Mr. Carter, nehm' ich an.","2","2"
"Carter","So ist es. Caspar Carter.","2","2210"
"Justus","(verunsichert) Sehr erfreut.","2","2"
"Carter","Ich hatte angenommen, du seist älter.","2","2210"
"Justus","Nun, das glauben viele. Ich kann ihnen jedoch versichern, das Intelligenz","2","2"
"Justus","und Spürsinn kaum etwas mit dem Alter zu tun haben.","2","2"
"Carter","Wenn man eine gewisse Reife erreicht hat, gewiss nicht. Doch ich bin mir","2","2210"
"Carter","ziemlich sicher, dass das hier nichts für dich ist.","2","2210"
"Justus","Wie? Äh, was ist nichts für mich?","2","2"
"Carter","Ich kann mir nicht vorstellen, dass du in der Lage bist das Rätsel, was","2","2210"
"Carter","mich beschäftigt, zu lösen.","2","2210"
"Justus","Äh, das käme auf einen Versuch an. Ich muss jedoch hinzufügen, dass","2","2"
