"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei    ???","1","0"
"REGIE","Geheimakte        Ufo  (80)","1","0"
"REGIE","- Hörspielskript von basserin -","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Rascheln","1","0"
"Peter","Gib mir mal das Fernglas, Bob, ich will auch was sehen!","1","3"
"Bob","Ja, keine Panik, Peter. Der Komet läuft dir ja nicht weg. Chandra 7 wird uns","1","4"
"Bob","noch ein paar Wochen begleiten, bevor er wieder in den Tiefen des Alls","1","4"
"Bob","verschwindet.","1","4"
"Peter","Ja, und erst dreitausend Jahre später wiederkommt. Deshalb will ich ihn jetzt","1","3"
"Peter","aus der Nähe sehen. Ich glaub nämlich nicht, dass ich solange leben werde.","1","3"
"Bob","genervt Bitte sehr... seufzt schade, dass unser Erster nicht hier ist.","1","4"
"Peter","Ja..","1","3"
"Bob","Er könnte dir jetzt eine Menge wissenswertes über Chandra 7 erzählen, viel","1","4"
"Bob","mehr als ich. Aber Justus zog es ja vor, zuhause zu bleiben.","1","4"
"Peter","lacht Wenn wir mit dem Auto gefahren wären...","1","3"
"Bob","unterbricht ihn ...wäre er mitgekommen, ich weiß, ich weiß. So. kramt Perfekt.","1","4"
"Bob","Es ist so dunkel hier, dass ich den Kometen ohne Probleme mit langer","1","4"
"Bob","Belichtungszeit fotografieren kann. Ist gar nicht schlecht...","1","4"
"Peter","Hm. So durchs Fernglas zu gucken ist schon toll. Da fliegt so ein Felsbrocken","1","3"
"Peter","durchs All und alle Welt starrt begeistert nach oben.","1","3"
"Bob","Mhm. Kannst du dich noch an Hale-Bopp erinnern? Das war ein anderer","1","4"
"Bob","Komet, der uns vor gar nicht langer Zeit besuchte. Damals begingen hier","1","4"
"Bob","ganz in der Nähe knapp vierzig Mitglieder einer obskuren Sekte Selbstmord,","1","4"
"Bob","weißt du noch?","1","4"
"Peter","Ja, stimmt. Das war in San Diego.","1","3"
"Bob","Genau!","1","4"
