"Speaker","Text","Page","speaker_id"
"REGIE","-Hörspielskript von Stansfield-","1","0"
"REGIE","*Titelmelodie*","1","0"
"Menschenmenge","Los! Mehr!","1","-1"
"REGIE","[schnelle Schritte]","1","0"
"Justus","[keuchend] Entschuldige, Onkel Titus, dass ich zu spät komme, aber...","1","2"
"Onkel Titus","Justus, du warst mir wirklich eine große Hilfe! Die ersteigerten","1","73"
"Onkel Titus","Sachen von der Auktion habe ich nämlich alle selbst aufladen müssen.","1","73"
"Justus","Es tut mir leid, wirklich! Aber sag mal: Was wollen die ganzen jungen Leute","1","2"
"Justus","hier?","1","2"
"Onkel Titus","Naja, irgend so ein Sport-As ist vorhin angekommen. Mordsschlitten,","1","73"
"Onkel Titus","Riesen Tamtam!","1","73"
"Justus","Aha.","1","2"
"Onkel Titus","Ich weiß nicht wer der Kerl ist. Ist mir auch egal! Komm hilf mir!","1","73"
"Justus","Ein Sport-As, dass zu der Auktion will?","1","2"
"Onkel Titus","Ich nehme es an. Er ging jedenfalls rein. Seine Frau hatte er auch","1","73"
"Onkel Titus","dabei, oder kann auch eine Freundin gewesen sein.","1","73"
"Steven","[laut] Hallo, Mr. Jonas!","1","1025"
"Onkel Titus","Ja?","1","73"
"Steven","Diesen Lampenschirm haben Sie vergessen! Den haben Sie doch auch","1","1025"
"Steven","ersteigert.","1","1025"
"Onkel Titus","Oh, vielen Dank!","1","73"
"Steven","Keine Ursache! Kann bei dem Durcheinander ja durchaus mal passieren.","1","1025"
"Eric","[laut] Steven! Komm schnell rein! Beeil dich!","1","1041"
"Steven","Was ist denn los, Eric?","1","1025"
"Eric","Das musst du dir ansehen! Jeffrey Seaman! Er liefert sich eine Bieterschlacht","1","1041"
"Eric","mit einem Unbekannten am Telefon, um ein völlig wertloses Bild!","1","1041"
"Steven","[fassungslos] Was? Das muss ich sehen!","1","1025"
"REGIE","[Schritte]","2","0"
"Onkel Titus","Wer gibt denn für ein völlig wertloses Gemälde Geld aus?","2","73"
"Justus","Der berühmte Fußballer und Kapitän der amerikanischen","2","2"
"Justus","Nationalmannschaft, Jeffrey Seaman! Und offenbar gibt er ziemlich viel Geld dafür","2","2"
"Justus","aus.","2","2"
"Onkel Titus","Hm, was meinst du Justus, sollen wir uns das mal ansehen?","2","73"
"Justus","Ja, nichts wie rein!","2","2"
"REGIE","[Schritte]","2","0"
"REGIE","[Zwischenmusik]","2","0"
"Erzähler","Justus und Onkel Titus betraten das Auktionshaus. Vorbei an der","2","574"
"Erzähler","Ausgabestelle für die ersteigerten Artikel, eilten sie durch einen schmalen Gang.","2","574"
"Erzähler","Als sie um die Ecke bogen, erkannte der erste Detektiv schon durch die Glastür,","2","574"
"Erzähler","dass der Auktionssaal bis zum bersten gefüllt war. Überall standen Kunden,","2","574"
"Angestellte","und Fans herum. Es musste sich wie ein Lauffeuer herumgesprochen","2","1923"
"Angestellte","haben, dass der berühmte Fußballstar Jeffrey Seaman anwesend war. Justus hielt","2","1923"
"Angestellte","seinem Onkel die Tür auf, und schob sich hinter ihm in den Saal.","2","1923"
"Mr. Chinks","8500 Dollar! 8500 Dollar für Mr. Seaman! Ja! Ja, ich verstehe! 10000","2","-1"
"Mr. Chinks","Dollar! 10000 Dollar, meine Damen und Herren!","2","-1"
"Justus","[räuspert sich] Entschuldigung, darf ich mal durch?","2","2"
"Erzähler","Justus drängelte sich neugierig nach vorne. Er wunderte sich warum der","2","574"
"Erzähler","andere Bieter nicht genannt wurde, aber dann erinnerte er sich an die Worte des","2","574"
"Erzähler","Angestellten, Seaman's Konkurrent bot über das Telefon. Und offenbar wollte er","2","574"
"Erzähler","anonym bleiben.","2","574"
"Mr. Chinks","11000 Dollar! 11000 Dollar!","2","-1"
"Erzähler","Endlich hatte sich Justus durch die stehenden Zuschauer gewühlt. Er","2","574"
"Erzähler","quetschte sich neben eine Säule, und beobachtete die Sitzreihen vor sich. Er ließ","2","574"
"Erzähler","seine Blicke schweifen, und suchte nach Seaman. In diesem Moment, hob sich in","2","574"
"Erzähler","der ersten Reihe eine Hand mit ausgestrecktem Zeigefinger. Der erste Detektiv","2","574"
"Erzähler","konnte gerade noch den massiven Siegelring am kleinen Finger erkennen, bevor","2","574"
"Erzähler","der Arm wieder gesenkt wurde.","2","574"
"Mr. Chinks","Mr. Seaman bietet 11000 Dollar!","2","-1"
"REGIE","[ungläubiges Gemurmel im Publikum]","2","0"
"Mr. Chinks","13000 Dollar! 13000!","3","-1"
"Erzähler","Justus richtete seinen Blick auf den Auktionator. Der hielt eine","3","574"
"Erzähler","Telefonhörer ans Ohr gepresst, und schüttelte ungläubig den Kopf. Sofort erhob","3","574"
"Erzähler","sich Seaman's Arm.","3","574"
"Mr. Chinks","14000 Dollar! 14000 Dollar von Mr. Seaman geboten!","3","-1"
"REGIE","[ungläubiges Gemurmel im Publikum]","3","0"
